Project,Prospect,SiteID,SiteType,DepthFrom,DepthTo,MagSus,Units
SAR,HLH,DD11HLH008,UN,761.0,763.0,0.47,
SAR,HLH,DD11HLH008,UN,763.0,765.0,0.15,
SAR,HLH,DD11HLH008,UN,765.0,767.0,0.07,
SAR,HLH,DD11HLH008,UN,767.0,769.0,0.56,
SAR,HLH,DD11HLH008,UN,769.0,771.5,0.66,
SAR,HLH,DD11HLH008,UN,771.5,772.5,4.75,
SAR,HLH,DD11HLH008,UN,772.5,775.0,11.0,
SAR,HLH,DD11HLH008,UN,775.0,777.0,0.35,
SAR,HLH,DD11HLH008,UN,777.0,779.0,0.9,
SAR,HLH,DD11HLH008,UN,779.0,781.0,0.42,
SAR,HLH,DD11HLH008,UN,781.0,783.0,0.31,
SAR,HLH,DD11HLH008,UN,783.0,785.0,0.33,
SAR,HLH,DD11HLH008,UN,785.0,787.0,0.16,
SAR,HLH,DD11HLH008,UN,787.0,789.0,0.2,
SAR,HLH,DD11HLH008,UN,789.0,791.0,0.14,
SAR,HLH,DD11HLH008,UN,791.0,793.0,0.1,
SAR,HLH,DD11HLH008,UN,793.0,795.0,0.25,
SAR,HLH,DD11HLH008,UN,795.0,796.9,0.28,
SAR,HLH,DD11HLH008,UN,796.9,799.0,0.59,
SAR,HLH,DD11HLH008,UN,799.0,801.9,2.84,
SAR,HLH,DD11HLH009,UN,206.2,207.0,0.15,
SAR,HLH,DD11HLH009,UN,207.0,208.0,0.11,
SAR,HLH,DD11HLH009,UN,208.0,209.0,0.14,
SAR,HLH,DD11HLH009,UN,209.0,210.0,0.23,
SAR,HLH,DD11HLH009,UN,210.0,210.8,3.26,
SAR,HLH,DD11HLH009,UN,210.8,212.0,139.2,
SAR,HLH,DD11HLH009,UN,212.0,213.0,219.9,
SAR,HLH,DD11HLH009,UN,213.0,214.0,26.65,
SAR,HLH,DD11HLH009,UN,214.0,215.3,174.2,
SAR,HLH,DD11HLH009,UN,215.3,216.0,0.13,
SAR,HLH,DD11HLH009,UN,216.0,217.0,0.15,
SAR,HLH,DD11HLH009,UN,217.0,218.0,0.25,
SAR,HLH,DD11HLH009,UN,218.0,219.0,0.23,
SAR,HLH,DD11HLH009,UN,219.0,220.0,0.07,
SAR,HLH,DD11HLH009,UN,220.0,221.0,0.27,
SAR,HLH,DD11HLH009,UN,221.0,222.0,0.1,
SAR,HLH,DD11HLH009,UN,222.0,223.0,0.52,
SAR,HLH,DD11HLH009,UN,223.0,223.8,0.51,
SAR,HLH,DD11HLH009,UN,223.8,225.0,9.58,
SAR,HLH,DD11HLH009,UN,225.0,226.0,115.6,
SAR,HLH,DD11HLH009,UN,226.0,227.0,16.81,
SAR,HLH,DD11HLH009,UN,227.0,228.0,175.2,
SAR,HLH,DD11HLH009,UN,228.0,229.0,132.2,
SAR,HLH,DD11HLH009,UN,229.0,229.6,21.33,
SAR,HLH,DD11HLH009,UN,229.6,230.4,87.8,
SAR,HLH,DD11HLH009,UN,230.4,231.0,266.0,
SAR,HLH,DD11HLH009,UN,231.0,232.0,48.39,
SAR,HLH,DD11HLH009,UN,232.0,233.0,59.4,
SAR,HLH,DD11HLH009,UN,233.0,234.0,19.69,
SAR,HLH,DD11HLH009,UN,234.0,235.0,26.56,
SAR,HLH,DD11HLH009,UN,235.0,236.0,48.77,
SAR,HLH,DD11HLH009,UN,236.0,237.0,54.05,
SAR,HLH,DD11HLH009,UN,237.0,238.0,42.39,
SAR,HLH,DD11HLH009,UN,238.0,239.0,11.55,
SAR,HLH,DD11HLH009,UN,239.0,240.0,38.05,
SAR,HLH,DD11HLH009,UN,240.0,241.0,142.1,
SAR,HLH,DD11HLH009,UN,241.0,242.0,112.4,
SAR,HLH,DD11HLH009,UN,242.0,243.0,83.06,
SAR,HLH,DD11HLH009,UN,243.0,244.1,212.0,
SAR,HLH,DD11HLH009,UN,244.1,245.0,33.51,
SAR,HLH,DD11HLH009,UN,245.0,246.1,258.8,
SAR,HLH,DD11HLH009,UN,246.1,247.0,202.9,
SAR,HLH,DD11HLH009,UN,247.0,248.0,297.9,
SAR,HLH,DD11HLH009,UN,248.0,249.0,55.9,
SAR,HLH,DD11HLH009,UN,249.0,250.0,122.7,
SAR,HLH,DD11HLH009,UN,250.0,251.0,167.0,
SAR,HLH,DD11HLH009,UN,251.0,252.0,216.0,
SAR,HLH,DD11HLH009,UN,252.0,253.0,179.9,
SAR,HLH,DD11HLH009,UN,253.0,254.0,63.92,
SAR,HLH,DD11HLH009,UN,254.0,255.0,54.08,
SAR,HLH,DD11HLH009,UN,255.0,256.0,61.71,
SAR,HLH,DD11HLH009,UN,256.0,257.1,115.3,
SAR,HLH,DD11HLH009,UN,257.1,258.0,31.28,
SAR,HLH,DD11HLH009,UN,258.0,259.0,29.96,
SAR,HLH,DD11HLH009,UN,259.0,260.0,8.42,
SAR,HLH,DD11HLH009,UN,260.0,261.0,123.9,
SAR,HLH,DD11HLH009,UN,261.0,262.4,49.76,
SAR,HLH,DD11HLH009,UN,262.4,264.0,23.3,
SAR,HLH,DD11HLH009,UN,264.0,265.0,108.6,
SAR,HLH,DD11HLH009,UN,265.0,266.0,11.74,
SAR,HLH,DD11HLH009,UN,266.0,266.7,133.0,
SAR,HLH,DD11HLH009,UN,266.7,267.3,49.07,
SAR,HLH,DD11HLH009,UN,267.3,268.0,82.57,
SAR,HLH,DD11HLH009,UN,268.0,269.0,97.72,
SAR,HLH,DD11HLH009,UN,269.0,270.0,132.1,
SAR,HLH,DD11HLH009,UN,270.0,271.0,125.1,
SAR,HLH,DD11HLH009,UN,271.0,272.0,143.3,
SAR,HLH,DD11HLH009,UN,272.0,273.0,260.9,
SAR,HLH,DD11HLH009,UN,273.0,274.0,196.4,
SAR,HLH,DD11HLH009,UN,274.0,275.6,137.6,
SAR,HLH,DD11HLH009,UN,275.6,277.0,44.06,
SAR,HLH,DD11HLH009,UN,277.0,278.0,72.74,
SAR,HLH,DD11HLH009,UN,278.0,279.0,49.23,
SAR,HLH,DD11HLH009,UN,279.0,280.0,140.2,
SAR,HLH,DD11HLH009,UN,280.0,281.0,41.79,
SAR,HLH,DD11HLH009,UN,281.0,281.8,188.0,
SAR,HLH,DD11HLH009,UN,281.8,283.0,174.0,
SAR,HLH,DD11HLH009,UN,283.0,284.0,120.0,
SAR,HLH,DD11HLH009,UN,284.0,285.0,124.0,
SAR,HLH,DD11HLH009,UN,285.0,286.0,244.0,
SAR,HLH,DD11HLH009,UN,286.0,287.0,363.0,
SAR,HLH,DD11HLH009,UN,287.0,288.0,263.0,
SAR,HLH,DD11HLH009,UN,288.0,289.0,103.0,
SAR,HLH,DD11HLH009,UN,289.0,290.0,98.2,
SAR,HLH,DD11HLH009,UN,290.0,290.7,636.0,
SAR,HLH,DD11HLH009,UN,290.7,292.0,283.0,
SAR,HLH,DD11HLH009,UN,292.0,293.0,263.0,
SAR,HLH,DD11HLH009,UN,293.0,294.0,217.0,
SAR,HLH,DD11HLH009,UN,294.0,294.9,103.0,
SAR,HLH,DD11HLH009,UN,294.9,296.0,106.0,
SAR,HLH,DD11HLH009,UN,296.0,297.0,167.0,
SAR,HLH,DD11HLH009,UN,297.0,298.5,62.0,
SAR,HLH,DD11HLH009,UN,298.5,300.0,61.9,
SAR,HLH,DD11HLH009,UN,300.0,301.0,120.0,
SAR,HLH,DD11HLH009,UN,301.0,302.0,38.64,
SAR,HLH,DD11HLH009,UN,302.0,303.2,41.37,
SAR,HLH,DD11HLH009,UN,303.2,304.0,57.3,
SAR,HLH,DD11HLH009,UN,304.0,305.0,30.09,
SAR,HLH,DD11HLH009,UN,305.0,306.0,133.9,
SAR,HLH,DD11HLH009,UN,306.0,307.6,81.07,
SAR,HLH,DD11HLH009,UN,307.6,309.0,108.1,
SAR,HLH,DD11HLH009,UN,309.0,310.0,159.2,
SAR,HLH,DD11HLH009,UN,310.0,311.0,98.34,
SAR,HLH,DD11HLH009,UN,311.0,312.0,206.6,
SAR,HLH,DD11HLH009,UN,312.0,313.0,97.53,
SAR,HLH,DD11HLH009,UN,313.0,314.0,109.0,
SAR,HLH,DD11HLH009,UN,314.0,315.0,215.7,
SAR,HLH,DD11HLH009,UN,315.0,316.0,138.9,
SAR,HLH,DD11HLH009,UN,316.0,316.7,139.7,
SAR,HLH,DD11HLH009,UN,316.7,318.2,165.7,
SAR,HLH,DD11HLH009,UN,318.2,319.0,101.4,
SAR,HLH,DD11HLH009,UN,319.0,320.0,202.4,
SAR,HLH,DD11HLH009,UN,320.0,321.0,55.05,
SAR,HLH,DD11HLH009,UN,321.0,322.0,121.6,
SAR,HLH,DD11HLH009,UN,322.0,323.0,152.0,
SAR,HLH,DD11HLH009,UN,323.0,324.0,81.97,
SAR,HLH,DD11HLH009,UN,324.0,325.0,58.14,
SAR,HLH,DD11HLH009,UN,325.0,326.0,44.68,
SAR,HLH,DD11HLH009,UN,326.0,327.0,59.63,
SAR,HLH,DD11HLH009,UN,327.0,328.0,106.1,
SAR,HLH,DD11HLH009,UN,328.0,329.0,26.16,
SAR,HLH,DD11HLH009,UN,329.0,330.0,33.16,
SAR,HLH,DD11HLH009,UN,330.0,331.5,28.59,
SAR,HLH,DD11HLH009,UN,331.5,333.0,61.21,
SAR,HLH,DD11HLH009,UN,333.0,334.0,24.39,
SAR,HLH,DD11HLH009,UN,334.0,335.0,21.15,
SAR,HLH,DD11HLH009,UN,335.0,336.0,91.4,
SAR,HLH,DD11HLH009,UN,336.0,337.0,2.29,
SAR,HLH,DD11HLH009,UN,337.0,338.0,2.36,
SAR,HLH,DD11HLH009,UN,338.0,339.0,4.5,
SAR,HLH,DD11HLH009,UN,339.0,340.0,4.2,
SAR,HLH,DD11HLH009,UN,340.0,341.0,13.1,
SAR,HLH,DD11HLH009,UN,341.0,342.0,1.71,
SAR,HLH,DD11HLH009,UN,342.0,342.9,2.15,
SAR,HLH,DD11HLH009,UN,342.9,344.7,5.81,
SAR,HLH,DD11HLH009,UN,344.7,346.0,7.37,
SAR,HLH,DD11HLH009,UN,346.0,347.0,5.95,
SAR,HLH,DD11HLH009,UN,347.0,348.0,3.67,
SAR,HLH,DD11HLH009,UN,348.0,349.0,1.9,
SAR,HLH,DD11HLH009,UN,349.0,350.0,2.79,
SAR,HLH,DD11HLH009,UN,350.0,351.0,17.56,
SAR,HLH,DD11HLH009,UN,351.0,352.0,6.68,
SAR,HLH,DD11HLH009,UN,352.0,353.0,5.88,
SAR,HLH,DD11HLH009,UN,353.0,354.0,6.48,
SAR,HLH,DD11HLH009,UN,354.0,355.0,13.63,
SAR,HLH,DD11HLH009,UN,355.0,355.9,2.88,
SAR,HLH,DD11HLH009,UN,355.9,357.0,3.11,
SAR,HLH,DD11HLH009,UN,357.0,358.0,19.38,
SAR,HLH,DD11HLH009,UN,358.0,359.4,1.21,
SAR,HLH,DD11HLH009,UN,359.4,361.0,5.25,
SAR,HLH,DD11HLH009,UN,361.0,362.6,1.01,
SAR,HLH,DD11HLH009,UN,362.6,364.2,12.07,
SAR,HLH,DD11HLH009,UN,364.2,366.0,1.88,
SAR,HLH,DD11HLH009,UN,366.0,368.0,6.07,
SAR,HLH,DD11HLH009,UN,368.0,369.4,3.12,
SAR,HLH,DD11HLH009,UN,369.4,370.1,0.18,
SAR,HLH,DD11HLH009,UN,370.1,371.2,0.94,
SAR,HLH,DD11HLH009,UN,371.2,373.0,19.4,
SAR,HLH,DD11HLH009,UN,373.0,375.0,0.29,
SAR,HLH,DD11HLH009,UN,375.0,377.0,9.56,
SAR,HLH,DD11HLH009,UN,377.0,379.0,25.96,
SAR,HLH,DD11HLH009,UN,379.0,381.0,0.16,
SAR,HLH,DD11HLH009,UN,381.0,383.0,0.83,
SAR,HLH,DD11HLH009,UN,383.0,385.0,0.22,
SAR,HLH,DD11HLH009,UN,385.0,387.0,0.42,
SAR,HLH,DD11HLH009,UN,387.0,389.0,17.6,
SAR,HLH,DD11HLH009,UN,389.0,391.0,1.05,
SAR,HLH,DD11HLH009,UN,391.0,393.0,0.55,
SAR,HLH,DD11HLH009,UN,393.0,395.0,0.22,
SAR,HLH,DD11HLH009,UN,395.0,397.0,0.12,
SAR,HLH,DD11HLH009,UN,397.0,399.0,0.26,
SAR,HLH,DD11HLH009,UN,399.0,401.2,0.15,
SAR,HLH,DD11HLH009,UN,401.2,403.0,1.21,
SAR,HLH,DD11HLH009,UN,403.0,405.0,9.83,
SAR,HLH,DD11HLH009,UN,405.0,407.0,0.17,
SAR,HLH,DD11HLH009,UN,407.0,409.0,4.64,
SAR,HLH,DD11HLH009,UN,409.0,411.0,4.45,
SAR,HLH,DD11HLH009,UN,411.0,413.0,0.01,
SAR,HLH,DD11HLH009,UN,413.0,415.4,0.72,
SAR,HLH,DD11HLH009,UN,415.4,417.0,0.12,
SAR,HLH,DD11HLH009,UN,417.0,419.0,0.13,
SAR,HLH,DD11HLH009,UN,419.0,420.5,0.08,
SAR,HLH,DD11HLH009,UN,420.5,423.0,0.12,
SAR,HLH,DD11HLH009,UN,423.0,425.0,0.02,
SAR,HLH,DD11HLH009,UN,425.0,427.0,0.05,
SAR,HLH,DD11HLH009,UN,427.0,429.0,0.16,
SAR,HLH,DD11HLH009,UN,429.0,431.0,0.19,
SAR,HLH,DD11HLH009,UN,431.0,433.0,0.19,
SAR,HLH,DD11HLH009,UN,433.0,435.0,0.21,
SAR,HLH,DD11HLH009,UN,435.0,437.0,0.25,
SAR,HLH,DD11HLH009,UN,437.0,439.0,0.23,
SAR,HLH,DD11HLH009,UN,439.0,441.0,0.05,
SAR,HLH,DD11HLH009,UN,441.0,443.0,0.13,
SAR,HLH,DD11HLH009,UN,443.0,445.0,0.22,
SAR,HLH,DD11HLH009,UN,445.0,447.0,0.2,
SAR,HLH,DD11HLH009,UN,447.0,449.0,0.02,
SAR,HLH,DD11HLH009,UN,449.0,451.1,0.17,
SAR,HLH,DD11HLH009,UN,451.1,452.6,0.63,
SAR,HLH,DD11HLH009,UN,452.6,455.0,0.2,
SAR,HLH,DD11HLH009,UN,455.0,456.4,0.1,
SAR,HLH,DD11HLH009,UN,456.4,459.0,2.23,
SAR,HLH,DD11HLH009,UN,459.0,461.0,8.14,
SAR,HLH,DD11HLH009,UN,461.0,462.0,0.86,
SAR,HLH,DD11HLH009,UN,462.0,464.0,1.09,
SAR,HLH,DD11HLH009,UN,464.0,465.2,1.03,
SAR,HLH,DD11HLH009,UN,465.2,467.0,23.3,
SAR,HLH,DD11HLH009,UN,467.0,468.7,13.7,
SAR,HLH,DD11HLH009,UN,468.7,470.0,2.89,
SAR,HLH,DD11HLH009,UN,470.0,472.0,0.3,
SAR,HLH,DD11HLH009,UN,472.0,474.0,1.55,
SAR,HLH,DD11HLH009,UN,474.0,476.0,0.51,
SAR,HLH,DD11HLH009,UN,476.0,478.0,0.37,
SAR,HLH,DD11HLH009,UN,478.0,480.0,0.34,
SAR,HLH,DD11HLH009,UN,480.0,482.0,0.62,
SAR,HLH,DD11HLH009,UN,482.0,484.0,0.4,
SAR,HLH,DD11HLH009,UN,484.0,486.0,0.37,
SAR,HLH,DD11HLH009,UN,486.0,488.0,3.97,
SAR,HLH,DD11HLH009,UN,488.0,490.0,0.52,
SAR,HLH,DD11HLH009,UN,490.0,492.0,0.45,
SAR,HLH,DD11HLH009,UN,492.0,494.0,1.39,
SAR,HLH,DD11HLH009,UN,494.0,496.0,0.49,
SAR,HLH,DD11HLH009,UN,496.0,498.0,0.33,
SAR,HLH,DD11HLH009,UN,498.0,500.0,0.75,
SAR,HLH,DD11HLH009,UN,500.0,502.0,0.7,
SAR,HLH,DD11HLH009,UN,502.0,504.0,0.68,
SAR,HLH,DD11HLH009,UN,504.0,506.0,0.66,
SAR,HLH,DD11HLH009,UN,506.0,508.0,0.82,
SAR,HLH,DD11HLH009,UN,508.0,510.0,2.77,
SAR,HLH,DD11HLH009,UN,510.0,511.1,0.6,
SAR,HLH,DD11HLH009,UN,511.1,513.0,0.69,
SAR,HLH,DD11HLH009,UN,513.0,515.0,0.67,
SAR,HLH,DD11HLH009,UN,515.0,517.0,0.81,
SAR,HLH,DD11HLH009,UN,517.0,519.0,0.4,
SAR,HLH,DD11HLH009,UN,519.0,521.0,3.96,
SAR,HLH,DD11HLH009,UN,521.0,522.5,9.24,
SAR,HLH,DD11HLH009,UN,522.5,525.0,0.37,
SAR,HLH,DD11HLH009,UN,525.0,526.9,8.72,
SAR,HLH,DD11HLH009,UN,526.9,529.0,0.44,
SAR,HLH,DD11HLH009,UN,529.0,531.0,0.51,
SAR,HLH,DD11HLH009,UN,531.0,533.0,1.49,
SAR,HLH,DD11HLH009,UN,533.0,535.0,0.69,
SAR,HLH,DD11HLH009,UN,535.0,537.0,1.49,
SAR,HLH,DD11HLH009,UN,537.0,539.0,2.0,
SAR,HLH,DD11HLH009,UN,539.0,541.0,0.66,
SAR,HLH,DD11HLH009,UN,541.0,543.2,0.88,
SAR,HLH,DD11HLH009,UN,543.2,545.0,0.93,
SAR,HLH,DD11HLH009,UN,545.0,547.0,0.55,
SAR,HLH,DD11HLH009,UN,547.0,549.0,0.89,
SAR,HLH,DD11HLH009,UN,549.0,551.0,0.55,
SAR,HLH,DD11HLH009,UN,551.0,553.0,0.52,
SAR,HLH,DD11HLH009,UN,553.0,555.0,1.93,
SAR,HLH,DD11HLH009,UN,555.0,557.0,0.69,
SAR,HLH,DD11HLH009,UN,557.0,559.0,0.33,
SAR,HLH,DD11HLH009,UN,559.0,561.0,1.97,
SAR,HLH,DD11HLH009,UN,561.0,563.0,0.12,
SAR,HLH,DD11HLH009,UN,563.0,565.0,1.29,
SAR,HLH,DD11HLH009,UN,565.0,567.0,0.31,
SAR,HLH,DD11HLH009,UN,567.0,569.0,0.6,
SAR,HLH,DD11HLH009,UN,569.0,571.0,1.55,
SAR,HLH,DD11HLH009,UN,571.0,573.0,1.91,
SAR,HLH,DD11HLH009,UN,573.0,575.0,1.68,
SAR,HLH,DD11HLH009,UN,575.0,577.0,1.02,
SAR,HLH,DD11HLH009,UN,577.0,579.0,0.69,
SAR,HLH,DD11HLH009,UN,579.0,581.0,0.55,
SAR,HLH,DD11HLH009,UN,581.0,583.0,1.5,
SAR,HLH,DD11HLH009,UN,583.0,584.4,1.75,
SAR,HLH,DD11HLH010,UN,299.5,301.0,7.51,
SAR,HLH,DD11HLH010,UN,301.0,302.0,2.29,
SAR,HLH,DD11HLH010,UN,302.0,303.0,5.34,
SAR,HLH,DD11HLH010,UN,303.0,304.0,2.46,
SAR,HLH,DD11HLH010,UN,304.0,305.0,3.02,
SAR,HLH,DD11HLH010,UN,305.0,306.0,2.74,
SAR,HLH,DD11HLH010,UN,306.0,307.0,4.08,
SAR,HLH,DD11HLH010,UN,307.0,308.0,5.74,
SAR,HLH,DD11HLH010,UN,308.0,309.0,6.72,
SAR,HLH,DD11HLH010,UN,309.0,310.0,12.48,
SAR,HLH,DD11HLH010,UN,310.0,310.8,2.66,
SAR,HLH,DD11HLH010,UN,310.8,312.0,4.52,
SAR,HLH,DD11HLH010,UN,312.0,312.9,12.83,
SAR,HLH,DD11HLH010,UN,312.9,314.0,12.91,
SAR,HLH,DD11HLH010,UN,314.0,315.0,3.27,
SAR,HLH,DD11HLH010,UN,315.0,316.0,1.2,
SAR,HLH,DD11HLH010,UN,316.0,317.0,1.39,
SAR,HLH,DD11HLH010,UN,317.0,318.0,0.84,
SAR,HLH,DD11HLH010,UN,318.0,319.0,0.92,
SAR,HLH,DD11HLH010,UN,319.0,320.0,0.89,
SAR,HLH,DD11HLH010,UN,320.0,321.0,12.65,
SAR,HLH,DD11HLH010,UN,321.0,322.0,7.32,
SAR,HLH,DD11HLH010,UN,322.0,323.0,3.68,
SAR,HLH,DD11HLH010,UN,323.0,324.0,8.22,
SAR,HLH,DD11HLH010,UN,324.0,325.0,9.81,
SAR,HLH,DD11HLH010,UN,325.0,326.0,4.56,
SAR,HLH,DD11HLH010,UN,326.0,327.0,1.56,
SAR,HLH,DD11HLH010,UN,327.0,328.0,1.6,
SAR,HLH,DD11HLH010,UN,328.0,329.0,3.24,
SAR,HLH,DD11HLH010,UN,329.0,330.0,4.47,
SAR,HLH,DD11HLH010,UN,330.0,331.0,5.54,
SAR,HLH,DD11HLH010,UN,331.0,332.0,2.88,
SAR,HLH,DD11HLH010,UN,332.0,333.0,3.28,
SAR,HLH,DD11HLH010,UN,333.0,334.0,27.62,
SAR,HLH,DD11HLH010,UN,334.0,335.0,63.75,
SAR,HLH,DD11HLH010,UN,335.0,336.0,20.48,
SAR,HLH,DD11HLH010,UN,336.0,337.0,8.34,
SAR,HLH,DD11HLH010,UN,337.0,338.0,8.34,
SAR,HLH,DD11HLH010,UN,338.0,339.0,8.55,
SAR,HLH,DD11HLH010,UN,339.0,340.0,15.3,
SAR,HLH,DD11HLH010,UN,340.0,341.5,0.29,
SAR,HLH,DD11HLH010,UN,341.5,343.0,5.14,
SAR,HLH,DD11HLH010,UN,343.0,345.0,8.29,
SAR,HLH,DD11HLH010,UN,345.0,347.0,5.9,
SAR,HLH,DD11HLH010,UN,347.0,349.0,6.55,
SAR,HLH,DD11HLH010,UN,349.0,351.0,7.8,
SAR,HLH,DD11HLH010,UN,351.0,353.7,1.68,
SAR,HLH,DD11HLH010,UN,353.7,356.0,5.0,
SAR,HLH,DD11HLH010,UN,356.0,358.0,4.81,
SAR,HLH,DD11HLH010,UN,358.0,360.0,7.75,
SAR,HLH,DD11HLH010,UN,360.0,362.0,11.75,
SAR,HLH,DD11HLH010,UN,362.0,364.0,7.45,
SAR,HLH,DD11HLH010,UN,364.0,366.8,3.49,
SAR,HLH,DD11HLH010,UN,366.8,369.0,3.29,
SAR,HLH,DD11HLH010,UN,369.0,371.0,6.24,
SAR,HLH,DD11HLH010,UN,371.0,373.0,14.02,
SAR,HLH,DD11HLH010,UN,373.0,375.0,12.4,
SAR,HLH,DD11HLH010,UN,375.0,377.0,9.51,
SAR,HLH,DD11HLH010,UN,377.0,378.6,9.49,
SAR,HLH,DD11HLH010,UN,378.6,380.0,64.27,
SAR,HLH,DD11HLH010,UN,380.0,382.0,38.13,
SAR,HLH,DD11HLH010,UN,382.0,384.0,70.14,
SAR,HLH,DD11HLH010,UN,384.0,385.1,95.08,
SAR,HLH,DD11HLH010,UN,385.1,387.0,6.52,
SAR,HLH,DD11HLH010,UN,387.0,389.0,3.4,
SAR,HLH,DD11HLH010,UN,389.0,391.0,2.7,
SAR,HLH,DD11HLH010,UN,391.0,393.0,1.38,
SAR,HLH,DD11HLH010,UN,393.0,395.0,3.76,
SAR,HLH,DD11HLH010,UN,395.0,397.0,6.44,
SAR,HLH,DD11HLH010,UN,397.0,399.0,2.88,
SAR,HLH,DD11HLH010,UN,399.0,401.0,6.43,
SAR,HLH,DD11HLH010,UN,401.0,403.0,8.61,
SAR,HLH,DD11HLH010,UN,403.0,405.0,7.92,
SAR,HLH,DD11HLH010,UN,405.0,407.0,2.69,
SAR,HLH,DD11HLH010,UN,407.0,409.0,2.64,
SAR,HLH,DD11HLH010,UN,409.0,411.0,4.43,
SAR,HLH,DD11HLH010,UN,411.0,413.0,4.54,
SAR,HLH,DD11HLH010,UN,413.0,415.0,9.04,
SAR,HLH,DD11HLH010,UN,415.0,417.0,5.55,
SAR,HLH,DD11HLH010,UN,417.0,419.0,3.34,
SAR,HLH,DD11HLH010,UN,419.0,421.0,2.19,
SAR,HLH,DD11HLH010,UN,421.0,423.0,1.73,
SAR,HLH,DD11HLH010,UN,423.0,425.0,4.72,
SAR,HLH,DD11HLH010,UN,425.0,427.0,3.2,
SAR,HLH,DD11HLH010,UN,427.0,428.8,5.42,
SAR,HLH,DD11HLH010,UN,428.8,431.6,4.08,
SAR,HLH,DD11HLH010,UN,431.6,433.4,2.17,
SAR,HLH,DD11HLH010,UN,433.4,435.0,0.11,
SAR,HLH,DD11HLH010,UN,435.0,437.0,0.03,
SAR,HLH,DD11HLH010,UN,437.0,439.0,0.09,
SAR,HLH,DD11HLH010,UN,439.0,441.0,7.32,
SAR,HLH,DD11HLH010,UN,441.0,443.0,2.32,
SAR,HLH,DD11HLH010,UN,443.0,445.5,67.89,
SAR,HLH,DD11HLH010,UN,445.5,447.0,14.04,
SAR,HLH,DD11HLH010,UN,447.0,449.0,25.7,
SAR,HLH,DD11HLH010,UN,449.0,451.0,31.74,
SAR,HLH,DD11HLH010,UN,451.0,453.0,54.47,
SAR,HLH,DD11HLH010,UN,453.0,454.0,55.29,
SAR,HLH,DD11HLH010,UN,454.0,456.0,168.0,
SAR,HLH,DD11HLH010,UN,456.0,456.7,42.12,
SAR,HLH,DD11HLH010,UN,456.7,459.0,102.6,
SAR,HLH,DD11HLH010,UN,459.0,461.0,60.26,
SAR,HLH,DD11HLH010,UN,461.0,463.0,77.85,
SAR,HLH,DD11HLH010,UN,463.0,465.0,48.65,
SAR,HLH,DD11HLH010,UN,465.0,467.2,15.92,
SAR,HLH,DD11HLH010,UN,467.2,469.1,11.83,
SAR,HLH,DD11HLH010,UN,469.1,471.0,14.89,
SAR,HLH,DD11HLH010,UN,471.0,473.0,20.77,
SAR,HLH,DD11HLH010,UN,473.0,475.0,57.78,
SAR,HLH,DD11HLH010,UN,475.0,477.0,16.47,
SAR,HLH,DD11HLH010,UN,477.0,479.0,38.79,
SAR,HLH,DD11HLH010,UN,479.0,481.0,18.52,
SAR,HLH,DD11HLH010,UN,481.0,483.0,11.68,
SAR,HLH,DD11HLH010,UN,483.0,485.0,13.45,
SAR,HLH,DD11HLH010,UN,485.0,487.0,77.3,
SAR,HLH,DD11HLH010,UN,487.0,487.3,5.89,
SAR,HLH,DD11HLH010,UN,487.3,487.9,9.85,
SAR,HLH,DD11HLH010,UN,487.9,490.0,5.23,
SAR,HLH,DD11HLH010,UN,490.0,491.0,12.36,
SAR,HLH,DD11HLH010,UN,491.0,493.0,7.49,
SAR,HLH,DD11HLH010,UN,493.0,495.0,10.07,
SAR,HLH,DD11HLH010,UN,495.0,497.0,15.69,
SAR,HLH,DD11HLH010,UN,497.0,499.0,8.69,
SAR,HLH,DD11HLH010,UN,499.0,501.0,10.49,
SAR,HLH,DD11HLH010,UN,501.0,503.0,0.07,
SAR,HLH,DD11HLH010,UN,503.0,505.0,0.52,
SAR,HLH,DD11HLH010,UN,505.0,507.0,0.49,
SAR,HLH,DD11HLH010,UN,507.0,509.0,1.19,
SAR,HLH,DD11HLH010,UN,509.0,511.3,0.7,
SAR,HLH,DD11HLH010,UN,511.3,511.9,17.28,
SAR,HLH,DD11HLH010,UN,511.9,514.0,0.76,
SAR,HLH,DD11HLH010,UN,514.0,516.0,2.18,
SAR,HLH,DD11HLH010,UN,516.0,518.0,1.97,
SAR,HLH,DD11HLH010,UN,518.0,520.0,2.98,
SAR,HLH,DD11HLH010,UN,520.0,522.0,0.64,
SAR,HLH,DD11HLH010,UN,522.0,524.0,0.73,
SAR,HLH,DD11HLH010,UN,524.0,525.0,0.95,
SAR,HLH,DD11HLH010,UN,525.0,526.8,0.73,
SAR,HLH,DD11HLH010,UN,526.8,529.5,0.38,
SAR,HLH,DD11HLH010,UN,529.5,532.0,0.26,
SAR,HLH,DD11HLH010,UN,532.0,534.0,0.14,
SAR,HLH,DD11HLH010,UN,534.0,536.0,0.28,
SAR,HLH,DD11HLH010,UN,536.0,538.0,0.28,
SAR,HLH,DD11HLH010,UN,538.0,540.0,0.23,
SAR,HLH,DD11HLH010,UN,540.0,542.0,0.33,
SAR,HLH,DD11HLH010,UN,542.0,544.0,0.43,
SAR,HLH,DD11HLH010,UN,544.0,546.0,0.3,
SAR,HLH,DD11HLH010,UN,546.0,548.0,9.33,
SAR,HLH,DD11HLH010,UN,548.0,550.0,0.17,
SAR,HLH,DD11HLH010,UN,550.0,552.0,0.43,
