PROJECT,SITE_ID,DEPTH_FROM,DEPTH_TO,DRILLERRUNLENGTH,CORERECOVERED,RECOVERYPERCENT,RQD,RQDPERCENT,NOFRACTURES,ROCKSTRENGTH,DESCRIPTION
PROMHILL,PH08D386,192.11,193.07,0.96,0.99,103.13,0.95,98.96,5,R4,Strong Rock
PROMHILL,PH08D386,193.07,193.41,0.34,0.0,88.24,0.0,0.0,9999,R4,Strong Rock
PROMHILL,PH08D386,193.41,196.43,3.02,2.92,100.0,2.77,91.72,14,R4,Strong Rock
PROMHILL,PH08D386,196.43,198.5,2.07,2.04,98.55,2.04,98.55,2,R4,Strong Rock
PROMHILL,PH08D386,198.5,204.89,6.39,6.4,100.16,6.22,97.34,14,R4,Strong Rock
PROMHILL,PH08D386,204.89,210.97,6.08,6.06,99.67,5.61,92.27,14,R4,Strong Rock
PROMHILL,PH08D386,210.97,213.37,2.4,2.41,100.42,2.41,100.0,1,R4,Strong Rock
PROMHILL,PH08D386,213.37,216.2,2.83,2.79,98.94,2.32,81.98,47,R4,Strong Rock
PROMHILL,PH08D386,216.2,221.0,4.8,4.66,100.21,4.36,90.83,23,R4,Strong Rock
PROMHILL,PH08D386,221.0,223.0,2.0,0.96,89.0,0.66,33.0,9999,R4,Strong Rock
PROMHILL,PH08D386,223.0,225.2,2.2,2.12,99.09,2.06,93.64,20,R4,Strong Rock
PROMHILL,PH08D386,225.2,226.0,0.8,0.23,47.5,0.0,0.0,9999,R4,Strong Rock
PROMHILL,PH08D386,226.0,231.2,5.2,4.28,95.77,3.24,62.31,9999,R4,Strong Rock
PROMHILL,PH08D386,231.2,235.1,3.9,2.18,99.23,1.1,28.21,85,R4,Strong Rock
PROMHILL,PH08D386,235.1,240.9,5.8,5.54,98.28,4.22,72.76,54,R4,Strong Rock
PROMHILL,PH08D386,240.9,244.0,3.1,3.0,101.94,2.53,81.61,33,R4,Strong Rock
PROMHILL,PH08D386,244.0,247.4,3.4,3.24,98.53,2.8,82.35,17,R4,Strong Rock
PROMHILL,PH08D386,247.4,249.44,2.04,2.13,104.9,1.99,97.55,7,R4,Strong Rock
PROMHILL,PH08D386,249.44,250.0,0.56,0.07,100.0,0.07,12.5,9999,R4,Strong Rock
PROMHILL,PH08D386,250.0,253.9,3.9,3.02,85.13,2.7,69.23,45,R4,Strong Rock
PROMHILL,PH08D386,253.9,260.0,6.1,6.12,101.31,5.56,91.15,21,R4,Strong Rock
PROMHILL,PH08D386,260.0,266.5,6.5,6.72,103.69,6.58,100.0,9,R4,Strong Rock
PROMHILL,PH08D386,266.5,273.2,6.7,6.63,99.1,6.42,95.82,7,R4,Strong Rock
PROMHILL,PH08D386,273.2,278.0,4.8,4.68,100.21,4.51,93.96,13,R4,Strong Rock
PROMHILL,PH08D386,278.0,279.5,1.5,1.39,99.33,0.96,64.0,24,R4,Strong Rock
PROMHILL,PH08D386,279.5,285.9,6.4,6.36,100.0,6.03,94.22,31,R4,Strong Rock
PROMHILL,PH08D386,285.9,291.9,6.0,6.59,100.0,6.59,100.0,3,R4,Strong Rock
PROMHILL,PH08D386,291.9,297.9,6.0,6.58,100.0,6.55,100.0,5,R4,Strong Rock
PROMHILL,PH08D386,297.9,303.9,6.0,6.58,100.0,6.49,100.0,6,R4,Strong Rock
PROMHILL,PH08D386,303.9,309.9,6.0,5.92,99.67,5.86,97.67,6,R4,Strong Rock
PROMHILL,PH08D386,309.9,315.9,6.0,6.01,100.33,6.01,100.0,3,R4,Strong Rock
PROMHILL,PH08D386,315.9,321.9,6.0,6.0,100.0,6.0,100.0,0,R4,Strong Rock
PROMHILL,PH08D386,321.9,327.9,6.0,5.97,99.5,5.97,99.5,0,R4,Strong Rock
PROMHILL,PH08D386,327.9,333.9,6.0,6.03,100.67,6.03,100.0,2,R4,Strong Rock
PROMHILL,PH08D386,333.9,339.9,6.0,5.98,99.67,5.98,99.67,0,R4,Strong Rock
PROMHILL,PH08D386,339.9,345.9,6.0,5.97,99.5,5.97,99.5,0,R4,Strong Rock
PROMHILL,PH08D386,345.9,351.9,6.0,6.0,100.0,6.0,100.0,4,R4,Strong Rock
PROMHILL,PH08D386,351.9,357.9,6.0,6.0,100.0,6.0,100.0,0,R4,Strong Rock
PROMHILL,PH08D386,357.9,363.9,6.0,5.98,100.0,5.98,99.67,4,R4,Strong Rock
PROMHILL,PH08D386,363.9,369.9,6.0,6.01,100.5,6.01,100.0,0,R4,Strong Rock
PROMHILL,PH08D386,369.9,375.9,6.0,5.94,99.67,5.86,97.67,6,R4,Strong Rock
PROMHILL,PH08D386,375.9,381.9,6.0,5.96,99.67,5.88,98.0,7,R4,Strong Rock
PROMHILL,PH08D386,381.9,387.9,6.0,5.93,99.67,5.89,98.17,7,R4,Strong Rock
PROMHILL,PH08D386,387.9,393.9,6.0,5.99,100.67,5.92,98.67,8,R4,Strong Rock
PROMHILL,PH08D386,393.9,399.9,6.0,5.87,98.67,5.79,96.5,5,R4,Strong Rock
PROMHILL,PH08D386,399.9,405.9,6.0,5.75,100.33,5.53,92.17,20,R4,Strong Rock
PROMHILL,PH08D386,405.9,407.92,2.02,2.11,105.45,2.11,100.0,3,R4,Strong Rock
PROMHILL,PH08D386,407.92,414.0,6.08,5.52,95.72,5.42,89.14,13,R4,Strong Rock
PROMHILL,PH08D386,414.0,420.0,6.0,5.97,99.5,5.97,99.5,1,R4,Strong Rock
PROMHILL,PH08D386,420.0,426.0,6.0,5.9,99.17,5.9,98.33,4,R4,Strong Rock
PROMHILL,PH08D386,426.0,432.0,6.0,5.97,99.5,5.97,99.5,3,R4,Strong Rock
PROMHILL,PH08D386,432.0,438.0,6.0,5.99,99.83,5.99,99.83,2,R4,Strong Rock
PROMHILL,PH08D386,438.0,444.0,6.0,5.77,99.83,5.66,94.33,7,R4,Strong Rock
PROMHILL,PH08D386,444.0,450.0,6.0,5.85,98.17,5.85,97.5,4,R4,Strong Rock
PROMHILL,PH08D386,450.0,456.0,6.0,5.08,93.0,4.96,82.67,18,R4,Strong Rock
PROMHILL,PH08D386,456.0,462.0,6.0,5.92,98.67,5.81,96.83,6,R4,Strong Rock
PROMHILL,PH08D386,462.0,468.0,6.0,5.99,99.83,5.98,99.67,4,R4,Strong Rock
PROMHILL,PH08D386,468.0,474.0,6.0,5.92,98.67,5.76,96.0,8,R4,Strong Rock
PROMHILL,PH08D386,474.0,475.0,1.0,1.94,198.0,1.88,188.0,8,R4,Strong Rock
PROMHILL,PH08D386,475.0,478.0,3.0,2.78,99.33,2.15,71.67,48,R4,Strong Rock
PROMHILL,PH08D386,478.0,481.3,3.3,3.26,99.7,3.22,97.58,6,R4,Strong Rock
PROMHILL,PH08D386,481.3,484.8,3.5,3.4,98.57,3.24,92.57,17,R4,Strong Rock
PROMHILL,PH08D386,484.8,491.2,6.4,6.44,100.94,6.35,99.22,6,R4,Strong Rock
PROMHILL,PH08D386,491.2,497.6,6.4,6.35,99.38,6.35,99.22,4,R4,Strong Rock
PROMHILL,PH08D386,497.6,501.0,3.4,3.27,100.29,3.02,88.82,28,R4,Strong Rock
PROMHILL,PH08D386,501.0,504.0,3.0,3.05,101.67,3.02,100.0,3,R4,Strong Rock
PROMHILL,PH08D386,504.0,510.5,6.5,6.13,95.38,6.0,92.31,17,R4,Strong Rock
PROMHILL,PH08D386,510.5,514.0,3.5,3.75,107.14,3.68,100.0,7,R4,Strong Rock
PROMHILL,PH08D386,514.0,520.0,6.0,6.0,100.0,5.91,98.5,7,R4,Strong Rock
PROMHILL,PH08D386,520.0,526.0,6.0,6.0,100.0,5.91,98.5,5,R4,Strong Rock
PROMHILL,PH08D386,526.0,532.0,6.0,6.0,100.0,6.0,100.0,6,R4,Strong Rock
PROMHILL,PH08D386,532.0,538.0,6.0,6.0,100.0,6.0,100.0,8,R4,Strong Rock
PROMHILL,PH08D386,538.0,541.52,3.52,3.52,100.0,3.52,100.0,4,R4,Strong Rock
PROMHILL,PH08D386,541.52,543.89,2.37,2.38,100.42,2.38,100.0,1,R5,Very Strong Rock
PROMHILL,PH08D386,543.89,549.0,5.11,5.1,100.0,5.08,99.41,7,R4,Strong Rock
PROMHILL,PH08D386,549.0,553.56,4.56,4.51,100.0,4.51,98.9,8,R4,Strong Rock
PROMHILL,PH08D386,553.56,558.0,4.44,4.43,99.77,4.36,98.2,5,R4,Strong Rock
PROMHILL,PH08D386,558.0,561.83,3.83,3.75,100.0,3.71,96.87,5,R4,Strong Rock
PROMHILL,PH08D386,561.83,567.0,5.17,5.17,100.0,5.08,98.26,7,R4,Strong Rock
PROMHILL,PH08D386,567.0,570.13,3.13,3.13,100.0,3.06,97.76,6,R4,Strong Rock
PROMHILL,PH08D386,570.13,576.0,5.87,5.74,99.83,5.63,95.91,14,R4,Strong Rock
PROMHILL,PH08D386,576.0,582.46,6.46,6.46,100.0,6.46,100.0,10,R4,Strong Rock
PROMHILL,PH08D386,582.46,586.0,3.54,3.49,100.0,3.24,91.53,11,R4,Strong Rock
PROMHILL,PH08D386,586.0,592.0,6.0,4.98,94.33,4.87,81.17,17,R4,Strong Rock
PROMHILL,PH08D386,592.0,598.0,6.0,5.96,99.33,5.96,99.33,2,R4,Strong Rock
PROMHILL,PH08D386,598.0,601.0,3.0,2.43,97.0,2.25,75.0,11,R4,Strong Rock
PROMHILL,PH08D386,601.0,606.0,5.0,4.52,99.8,4.23,84.6,9,R4,Strong Rock
PROMHILL,PH08D386,606.0,612.0,6.0,5.98,99.67,5.89,98.17,6,R4,Strong Rock
PROMHILL,PH08D386,612.0,618.0,6.0,5.79,99.5,5.59,93.17,9,R4,Strong Rock
PROMHILL,PH08D386,618.0,624.0,6.0,5.55,98.83,5.18,86.33,14,R4,Strong Rock
PROMHILL,PH08D386,624.0,630.0,6.0,5.42,97.0,5.13,85.5,14,R4,Strong Rock
PROMHILL,PH08D386,630.0,636.0,6.0,5.62,100.17,5.39,89.83,10,R4,Strong Rock
PROMHILL,PH08D386,636.0,642.0,6.0,5.45,99.17,4.84,80.67,15,R4,Strong Rock
PROMHILL,PH08D386,642.0,648.0,6.0,5.22,100.0,4.81,80.17,23,R4,Strong Rock
PROMHILL,PH08D386,648.0,653.0,5.0,4.03,100.0,3.22,64.4,22,R4,Strong Rock
PROMHILL,PH08D386,653.0,658.0,5.0,4.72,100.0,4.28,85.6,20,R4,Strong Rock
PROMHILL,PH08D386,658.0,662.92,4.92,4.92,100.0,4.69,95.33,11,R4,Strong Rock
PROMHILL,PH08D386,662.92,666.0,3.08,3.08,100.0,2.94,95.45,10,R4,Strong Rock
PROMHILL,PH08D386,666.0,670.3,4.3,4.3,100.47,4.17,96.98,8,R4,Strong Rock
PROMHILL,PH08D386,670.3,672.23,1.93,1.81,99.48,1.76,91.19,10,R4,Strong Rock
PROMHILL,PH08D386,672.23,673.0,0.77,0.54,74.03,0.54,70.13,9999,R4,Strong Rock
PROMHILL,PH08D386,673.0,673.69,0.69,0.66,100.0,0.67,97.1,3,R4,Strong Rock
PROMHILL,PH08D386,673.69,675.67,1.98,1.94,100.51,1.9,95.96,7,R4,Strong Rock
PROMHILL,PH08D386,675.67,681.88,6.21,6.07,100.0,6.02,96.94,23,R4,Strong Rock
PROMHILL,PH08D386,681.88,687.61,5.73,5.7,99.83,5.72,99.83,6,R4,Strong Rock
PROMHILL,PH08D386,687.61,692.15,4.54,4.37,100.0,4.48,98.68,7,R4,Strong Rock
PROMHILL,PH08D386,692.15,695.44,3.29,3.18,98.78,3.02,91.79,12,R4,Strong Rock
PROMHILL,PH08D386,695.44,696.51,1.07,0.48,81.31,0.21,19.63,9999,R4,Strong Rock
PROMHILL,PH08D386,696.51,699.0,2.49,2.41,100.4,1.86,74.7,16,R4,Strong Rock
PROMHILL,PH08D386,699.0,700.56,1.56,0.46,100.0,0.28,17.95,9999,R4,Strong Rock
PROMHILL,PH08D386,700.56,701.3,0.74,0.67,100.0,0.69,93.24,3,R4,Strong Rock
PROMHILL,PH08D386,701.3,704.56,3.26,1.96,99.69,1.52,46.63,9999,R4,Strong Rock
PROMHILL,PH08D386,704.56,707.33,2.77,2.69,100.0,2.61,94.22,14,R4,Strong Rock
PROMHILL,PH08D386,707.33,708.0,0.67,0.15,70.15,0.14,20.9,9999,R4,Strong Rock
PROMHILL,PH08D386,708.0,711.96,3.96,3.3,100.0,1.67,42.17,9999,R4,Strong Rock
PROMHILL,PH08D386,711.96,714.17,2.21,2.03,100.0,2.03,91.86,17,R4,Strong Rock
PROMHILL,PH08D386,714.17,715.0,0.83,0.45,63.86,0.26,31.33,9999,R4,Strong Rock
PROMHILL,PH08D386,715.0,717.9,2.9,2.9,100.0,2.83,97.59,10,R4,Strong Rock
PROMHILL,PH08D386,717.9,723.91,6.01,5.98,100.0,6.01,100.0,12,R4,Strong Rock
PROMHILL,PH08D386,723.91,729.94,6.03,6.03,100.0,5.9,97.84,13,R4,Strong Rock
PROMHILL,PH08D386,729.94,734.49,4.55,4.55,100.0,4.55,100.0,2,R4,Strong Rock
PROMHILL,PH08D386,734.49,740.93,6.44,6.43,99.84,6.43,99.84,10,R4,Strong Rock
PROMHILL,PH08D386,740.93,744.21,3.28,3.28,100.0,3.28,100.0,4,R4,Strong Rock
PROMHILL,PH08D386,744.21,745.05,0.84,0.82,97.62,0.82,97.62,1,R4,Strong Rock
PROMHILL,PH08D386,745.05,747.42,2.37,2.35,99.16,2.33,98.31,4,R4,Strong Rock
PROMHILL,PH08D386,747.42,753.93,6.51,6.5,99.85,6.5,99.85,3,R4,Strong Rock
PROMHILL,PH08D386,753.93,759.96,6.03,6.03,100.0,6.03,100.0,5,R4,Strong Rock
PROMHILL,PH08D386,759.96,765.93,5.97,5.97,100.0,5.97,100.0,3,R4,Strong Rock
PROMHILL,PH08D386,765.93,771.94,6.01,5.99,99.67,5.94,98.84,8,R4,Strong Rock
PROMHILL,PH08D386,771.94,776.23,4.29,4.28,99.77,4.28,99.77,4,R4,Strong Rock
PROMHILL,PH08D386,776.23,782.76,6.53,6.47,99.08,6.47,99.08,4,R4,Strong Rock
PROMHILL,PH08D386,782.76,789.27,6.51,6.5,99.85,6.5,99.85,10,R4,Strong Rock
PROMHILL,PH08D429,154.6,160.0,5.4,4.9,91.11,4.81,89.07,14,R4,Strong Rock
PROMHILL,PH08D429,160.0,165.11,5.11,4.93,98.04,4.86,95.11,15,R4,Strong Rock
PROMHILL,PH08D429,165.11,171.5,6.39,6.29,98.75,6.31,98.75,3,R4,Strong Rock
PROMHILL,PH08D429,171.5,177.93,6.43,6.38,100.0,6.36,98.91,7,R4,Strong Rock
PROMHILL,PH08D429,177.93,180.77,2.84,2.81,100.7,2.86,100.0,4,R4,Strong Rock
PROMHILL,PH08D429,180.77,181.0,0.23,0.0,56.52,0.0,0.0,9999,R4,Strong Rock
PROMHILL,PH08D429,181.0,184.18,3.18,3.0,100.0,3.03,95.28,13,R4,Strong Rock
PROMHILL,PH08D429,184.18,188.19,4.01,3.77,97.01,3.78,94.26,15,R4,Strong Rock
PROMHILL,PH08D429,188.19,194.52,6.33,6.3,99.53,6.3,99.53,5,R4,Strong Rock
PROMHILL,PH08D429,194.52,197.96,3.44,3.22,97.38,3.18,92.44,23,R4,Strong Rock
PROMHILL,PH08D429,197.96,202.0,4.04,3.96,100.0,3.97,98.27,8,R4,Strong Rock
PROMHILL,PH08D429,202.0,202.42,0.42,0.05,100.0,0.0,0.0,9999,R4,Strong Rock
PROMHILL,PH08D429,202.42,204.45,2.03,1.63,90.15,1.66,81.77,16,R4,Strong Rock
PROMHILL,PH08D429,204.45,207.66,3.21,3.2,99.69,3.2,99.69,1,R4,Strong Rock
PROMHILL,PH08D429,207.66,213.79,6.13,6.1,99.51,6.1,99.51,9,R4,Strong Rock
PROMHILL,PH08D429,213.79,219.75,5.96,5.68,96.48,5.64,94.63,16,R4,Strong Rock
PROMHILL,PH08D429,219.75,222.56,2.81,2.77,99.29,2.79,99.29,1,R4,Strong Rock
PROMHILL,PH08D429,222.56,225.77,3.21,3.13,99.07,2.89,90.03,15,R4,Strong Rock
PROMHILL,PH08D429,225.77,229.6,3.83,3.73,99.74,3.6,93.99,11,R4,Strong Rock
PROMHILL,PH08D429,229.6,229.82,0.22,0.0,90.91,0.0,0.0,9999,R4,Strong Rock
PROMHILL,PH08D429,229.82,230.85,1.03,0.98,100.0,0.91,88.35,5,R4,Strong Rock
PROMHILL,PH08D429,230.85,231.27,0.42,0.29,97.62,0.29,69.05,9999,R4,Strong Rock
PROMHILL,PH08D429,231.27,234.17,2.9,2.9,100.0,2.9,100.0,8,R4,Strong Rock
PROMHILL,PH08D429,234.17,237.74,3.57,3.52,99.44,3.45,96.64,6,R4,Strong Rock
PROMHILL,PH08D429,237.74,239.43,1.69,1.68,99.41,1.59,94.08,6,R4,Strong Rock
PROMHILL,PH08D429,239.43,242.39,2.96,2.95,100.0,2.88,97.3,6,R4,Strong Rock
PROMHILL,PH08D429,242.39,245.96,3.57,3.46,98.88,3.46,96.92,10,R4,Strong Rock
PROMHILL,PH08D429,245.96,249.71,3.75,3.75,100.0,3.71,98.93,7,R4,Strong Rock
PROMHILL,PH08D429,249.71,256.33,6.62,6.37,96.83,6.3,95.17,6,R4,Strong Rock
PROMHILL,PH08D429,256.33,262.63,6.3,6.16,100.16,6.09,96.67,17,R4,Strong Rock
PROMHILL,PH08D429,262.63,265.38,2.75,2.74,99.64,2.74,99.64,3,R4,Strong Rock
PROMHILL,PH08D429,265.38,265.81,0.43,0.0,51.16,0.0,0.0,9999,R4,Strong Rock
PROMHILL,PH08D429,265.81,269.06,3.25,3.22,99.69,3.16,97.23,6,R4,Strong Rock
PROMHILL,PH08D429,269.06,273.57,4.51,4.46,100.0,0.0,0.0,4,R4,Strong Rock
PROMHILL,PH08D429,273.64,275.6,1.96,1.96,100.0,1.96,100.0,1,R4,Strong Rock
PROMHILL,PH08D429,275.6,282.11,6.51,6.19,99.69,6.36,97.7,6,R4,Strong Rock
PROMHILL,PH08D429,282.11,286.95,4.84,4.84,100.0,4.78,98.76,12,R4,Strong Rock
PROMHILL,PH08D429,286.95,291.78,4.83,4.74,100.21,4.55,94.2,13,R5,Very Strong Rock
PROMHILL,PH08D429,291.78,297.78,6.0,6.0,100.0,5.91,98.5,7,R5,Very Strong Rock
PROMHILL,PH08D429,297.78,303.89,6.11,6.06,99.18,6.06,99.18,7,R4,Strong Rock
PROMHILL,PH08D429,303.89,309.8,5.91,5.77,100.0,5.76,97.46,15,R5,Very Strong Rock
PROMHILL,PH08D429,309.8,315.8,6.0,5.99,99.83,5.89,98.17,2,R5,Very Strong Rock
PROMHILL,PH08D429,315.8,321.82,6.02,6.02,100.0,6.02,100.0,3,R5,Very Strong Rock
PROMHILL,PH08D429,321.82,327.86,6.04,6.03,99.83,6.03,99.83,2,R5,Very Strong Rock
PROMHILL,PH08D429,327.86,333.86,6.0,5.99,99.83,5.99,99.83,2,R5,Very Strong Rock
PROMHILL,PH08D429,333.86,339.92,6.06,6.06,100.0,6.06,100.0,3,R5,Very Strong Rock
PROMHILL,PH08D429,339.92,345.93,6.01,6.03,100.33,6.03,100.0,1,R5,Very Strong Rock
PROMHILL,PH08D429,345.93,351.92,5.99,5.98,99.83,5.98,99.83,1,R5,Very Strong Rock
PROMHILL,PH08D429,351.92,357.97,6.05,6.06,100.17,6.06,100.0,1,R5,Very Strong Rock
PROMHILL,PH08D429,357.97,361.82,3.85,3.86,100.26,3.86,100.0,2,R5,Very Strong Rock
PROMHILL,PH08D429,361.82,368.23,6.41,6.4,99.84,6.4,99.84,1,R5,Very Strong Rock
PROMHILL,PH08D429,368.23,374.78,6.55,6.5,99.24,6.5,99.24,2,R5,Very Strong Rock
PROMHILL,PH08D429,374.78,380.93,6.15,6.13,99.67,6.13,99.67,2,R4,Strong Rock
PROMHILL,PH08D429,380.93,384.86,3.93,3.91,99.49,3.91,99.49,4,R4,Strong Rock
PROMHILL,PH08D429,384.86,390.94,6.08,6.08,100.0,6.08,100.0,2,R4,Strong Rock
PROMHILL,PH08D429,390.94,396.82,5.88,5.88,100.0,5.88,100.0,2,R5,Very Strong Rock
PROMHILL,PH08D429,396.82,402.87,6.05,6.04,99.83,6.04,99.83,1,R5,Very Strong Rock
PROMHILL,PH08D429,402.87,408.86,5.99,5.99,100.0,5.91,98.66,3,R4,Strong Rock
PROMHILL,PH08D429,408.86,414.8,5.94,5.96,100.34,5.96,100.0,1,R4,Strong Rock
PROMHILL,PH08D429,414.8,420.77,5.97,5.97,100.0,5.97,100.0,2,R4,Strong Rock
PROMHILL,PH08D429,420.77,426.78,6.01,6.0,99.83,6.0,99.83,0,R5,Very Strong Rock
PROMHILL,PH08D429,426.78,432.83,6.05,6.08,100.5,6.08,100.0,0,R5,Very Strong Rock
PROMHILL,PH08D429,432.83,438.83,6.0,6.0,100.0,6.0,100.0,3,R5,Very Strong Rock
PROMHILL,PH08D429,438.83,444.76,5.93,5.86,100.0,5.67,95.62,11,R5,Very Strong Rock
PROMHILL,PH08D429,444.76,450.7,5.94,5.84,100.0,5.71,96.13,12,R4,Strong Rock
PROMHILL,PH08D429,450.7,454.63,3.93,3.59,97.46,3.4,86.51,18,R4,Strong Rock
PROMHILL,PH08D429,454.63,460.91,6.28,6.26,99.68,6.26,99.68,8,R5,Very Strong Rock
PROMHILL,PH08D429,460.91,463.29,2.38,2.38,100.0,2.38,100.0,6,R5,Very Strong Rock
PROMHILL,PH08D429,463.29,469.47,6.18,5.91,100.0,5.32,86.08,24,R4,Strong Rock
PROMHILL,PH08D429,469.47,474.76,5.29,5.29,100.0,4.84,91.49,11,R4,Strong Rock
PROMHILL,PH08D429,474.76,480.73,5.97,5.93,99.83,5.84,97.82,16,R4,Strong Rock
PROMHILL,PH08D429,480.73,486.75,6.02,6.02,100.0,5.93,98.5,8,R4,Strong Rock
PROMHILL,PH08D429,486.75,492.71,5.96,5.96,100.0,5.96,100.0,7,R4,Strong Rock
PROMHILL,PH08D429,492.71,498.7,5.99,5.99,100.0,5.99,100.0,7,R4,Strong Rock
PROMHILL,PH08D429,498.7,504.75,6.05,6.05,100.0,6.05,100.0,7,R4,Strong Rock
PROMHILL,PH08D429,504.75,510.72,5.97,5.97,100.0,5.97,100.0,8,R4,Strong Rock
PROMHILL,PH08D429,510.72,516.69,5.97,5.97,100.0,5.87,98.32,11,R4,Strong Rock
PROMHILL,PH08D429,516.69,522.68,5.99,5.99,100.0,5.99,100.0,8,R4,Strong Rock
PROMHILL,PH08D429,522.68,528.7,6.02,6.02,100.0,6.02,100.0,6,R4,Strong Rock
PROMHILL,PH08D429,528.7,534.65,5.95,5.9,100.0,5.81,97.65,13,R4,Strong Rock
PROMHILL,PH08D429,534.65,540.64,5.99,5.94,100.0,5.82,97.16,14,R4,Strong Rock
PROMHILL,PH08D429,540.64,546.65,6.01,6.01,100.0,5.9,98.17,8,R4,Strong Rock
PROMHILL,PH08D429,546.65,551.0,4.35,4.35,100.0,4.33,99.54,5,R4,Strong Rock
PROMHILL,PH08D429,551.0,554.84,3.84,2.97,100.0,2.87,74.74,9999,R4,Strong Rock
PROMHILL,PH08D429,554.84,559.64,4.8,4.8,100.0,4.66,97.08,10,R4,Strong Rock
PROMHILL,PH08D429,559.64,565.92,6.28,6.01,100.0,5.8,92.36,18,R4,Strong Rock
PROMHILL,PH08D429,565.92,570.83,4.91,4.92,100.2,4.92,100.0,4,R4,Strong Rock
PROMHILL,PH08D429,570.83,576.0,5.17,5.18,100.19,5.04,97.49,10,R4,Strong Rock
PROMHILL,PH08D429,576.0,581.0,5.0,4.86,100.0,4.86,97.2,12,R4,Strong Rock
PROMHILL,PH08D429,581.0,587.0,6.0,6.0,100.0,5.92,98.67,5,R4,Strong Rock
PROMHILL,PH08D429,587.0,592.0,5.0,5.0,100.0,5.0,100.0,6,R4,Strong Rock
PROMHILL,PH08D429,592.0,598.0,6.0,6.0,100.0,5.83,97.17,12,R4,Strong Rock
PROMHILL,PH08D429,598.0,603.83,5.83,5.83,100.0,5.81,99.66,6,R4,Strong Rock
PROMHILL,PH08D429,603.83,607.95,4.12,4.11,99.76,3.96,96.12,8,R4,Strong Rock
PROMHILL,PH08D429,607.95,614.42,6.47,6.46,99.85,6.46,99.85,4,R4,Strong Rock
PROMHILL,PH08D429,614.42,620.74,6.32,6.32,100.0,6.32,100.0,5,R4,Strong Rock
PROMHILL,PH08D429,620.74,624.0,3.26,3.26,100.0,3.22,98.77,5,R4,Strong Rock
PROMHILL,PH08D429,624.0,630.55,6.55,6.42,100.0,6.09,92.98,13,R4,Strong Rock
PROMHILL,PH08D429,630.55,636.73,6.18,6.18,100.0,6.18,100.0,5,R4,Strong Rock
PROMHILL,PH08D429,636.73,642.77,6.04,6.04,100.0,6.04,100.0,6,R4,Strong Rock
PROMHILL,PH08D429,642.77,648.78,6.01,6.01,100.0,6.01,100.0,5,R4,Strong Rock
PROMHILL,PH08D429,648.78,652.19,3.41,3.41,100.0,3.41,100.0,5,R4,Strong Rock
PROMHILL,PH08D429,652.19,658.3,6.11,6.1,99.84,6.1,99.84,6,R4,Strong Rock
PROMHILL,PH08D429,658.3,661.0,2.7,2.7,100.0,2.7,100.0,4,R4,Strong Rock
PROMHILL,PH08D429,661.0,666.77,5.77,5.77,100.0,5.77,100.0,6,R4,Strong Rock
PROMHILL,PH08D429,666.77,672.78,6.01,6.01,100.0,55.96,931.11,7,R4,Strong Rock
PROMHILL,PH08D429,672.78,678.58,5.8,5.78,99.83,5.74,98.97,8,R4,Strong Rock
PROMHILL,PH08D429,678.58,684.76,6.18,6.17,99.84,6.02,97.41,10,R4,Strong Rock
PROMHILL,PH08D429,684.76,690.89,6.13,6.12,99.84,5.99,97.72,7,R4,Strong Rock
PROMHILL,PH08D429,690.89,696.74,5.85,5.85,100.0,5.85,100.0,7,R4,Strong Rock
PROMHILL,PH08D429,696.74,702.39,5.65,5.65,100.0,5.61,99.29,8,R4,Strong Rock
PROMHILL,PH08D434,143.46,147.86,4.4,4.4,100.0,4.4,100.0,4,R5,Very Strong Rock
PROMHILL,PH08D434,147.86,150.44,2.58,2.58,100.0,2.58,100.0,5,R4,Strong Rock
PROMHILL,PH08D434,150.44,155.62,5.18,5.18,100.0,4.99,96.33,14,R4,Strong Rock
PROMHILL,PH08D434,155.62,157.59,1.97,1.94,100.0,1.87,94.92,6,R4,Strong Rock
PROMHILL,PH08D434,157.59,159.87,2.28,1.47,100.0,1.47,64.47,9999,R4,Strong Rock
PROMHILL,PH08D434,159.87,162.88,3.01,2.8,100.0,2.8,93.02,11,R4,Strong Rock
PROMHILL,PH08D434,162.88,163.43,0.55,0.38,100.0,0.38,69.09,9999,R4,Strong Rock
PROMHILL,PH08D434,163.43,168.91,5.48,5.43,100.0,5.17,94.34,15,R4,Strong Rock
PROMHILL,PH08D434,168.91,172.36,3.45,2.24,100.0,2.24,64.93,9999,R4,Strong Rock
PROMHILL,PH08D434,172.36,177.05,4.69,4.6,100.0,4.5,95.95,14,R4,Strong Rock
PROMHILL,PH08D434,177.05,178.9,1.85,0.78,100.0,0.78,42.16,9999,R4,Strong Rock
PROMHILL,PH08D434,178.9,180.67,1.77,1.71,100.0,1.48,83.62,9,R4,Strong Rock
PROMHILL,PH08D434,180.67,181.42,0.75,0.13,100.0,0.13,17.33,9999,R4,Strong Rock
PROMHILL,PH08D434,181.42,185.1,3.68,3.44,100.0,3.44,93.48,6,R4,Strong Rock
PROMHILL,PH08D434,185.1,187.88,2.78,2.78,100.0,2.68,96.4,7,R4,Strong Rock
PROMHILL,PH08D434,187.88,189.0,1.12,0.46,100.0,0.46,41.07,9999,R4,Strong Rock
PROMHILL,PH08D434,189.0,190.29,1.29,1.25,100.0,1.25,96.9,0,R4,Strong Rock
