HOLE,PROJECT,SDEPTH,GRID,AzimOrig,DIP,North_Adjust,AzimMGA,Z_UNITS,Temp_C,MAGNETICFIELD,Comments
DD12CRD013,SAR,237.9,MGA94_53_Z,178.5,-57.0,0,178.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12CRD013,SAR,408.0,MGA94_53_Z,182.2,-57.3,0,182.2,METRES,,,Mag: 5283 Magnetic Minerals = NONE Magnetic Dip = 
DD12CRD013,SAR,576.0,MGA94_53_Z,187.7,-56.9,0,187.7,METRES,,,Mag: 5670 Magnetic Minerals = MT Magnetic Dip = 
DD12CRD013,SAR,593.0,MGA94_53_Z,188.7,-57.0,0,188.7,METRES,,,Mag: 5948 Magnetic Minerals = MT Magnetic Dip = 
DD12BBS005,SAR,724.0,MGA94_53_Z,183.9,-64.4,0,183.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,814.0,MGA94_53_Z,184.0,-63.2,0,184.0,METRES,,,MAG: 5644 Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,,Collar Magnetic Minerals =  Magnetic Dip = 
DD12BBS005,SAR,400.0,MGA94_53_Z,179.0,-64.4,0,179.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,490.0,MGA94_53_Z,177.0,-65.3,0,177.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,784.0,MGA94_53_Z,178.3,-63.8,0,178.3,METRES,,,MAG:5636 Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,307.0,MGA94_53_Z,180.2,-62.8,0,180.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,340.0,MGA94_53_Z,180.9,-63.4,0,180.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,460.0,MGA94_53_Z,176.6,-65.1,0,176.6,METRES,,,Mag: 55681nT Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,6.0,MGA94_53_Z,179.7,-60.5,0,179.7,METRES,,,Collar shot - Mag: 51329 Magnetic Minerals =  Magnetic Dip = 
DD12BBS005,SAR,252.0,MGA94_53_Z,181.1,-63.2,0,181.1,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12BBS005,SAR,630.0,MGA94_53_Z,185.5,-64.4,0,185.5,METRES,,,MAG: 55663nT Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS005,SAR,754.0,MGA94_53_Z,175.8,-64.3,0,175.8,METRES,,,MAG: 55650nT Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,12.0,MGA94_53_Z,179.1,-59.7,0,179.1,METRES,,,Collar Shot Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,177.0,MGA94_53_Z,182.6,-62.8,0,182.6,METRES,,,Mag: 5736 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,243.0,MGA94_53_Z,184.6,-62.8,0,184.6,METRES,,,Mag: 5793 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,501.0,MGA94_53_Z,190.4,-64.7,0,190.4,METRES,,,Mag: 5769 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,555.0,MGA94_53_Z,193.9,-64.5,0,193.9,METRES,,,Mag: 5697 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,120.0,MGA94_53_Z,184.3,-62.8,0,184.3,METRES,,,Mag: 5730 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,150.0,MGA94_53_Z,184.7,-62.9,0,184.7,METRES,,,Mag: 5777 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,210.0,MGA94_53_Z,181.9,-63.0,0,181.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,273.0,MGA94_53_Z,183.6,-63.0,0,183.6,METRES,,,Mag: 5640 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,333.0,MGA94_53_Z,184.5,-63.5,0,184.5,METRES,,,Mag: 5784 Magnetic Minerals = MT Magnetic Dip = 
DD12KND004,SAR,363.0,MGA94_53_Z,188.3,-63.6,0,188.3,METRES,,,Mag: 5818 Magnetic Minerals = MT Magnetic Dip = 
DD12KND004,SAR,432.0,MGA94_53_Z,190.2,-64.1,0,190.2,METRES,,,Mag: 6176 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,471.0,MGA94_53_Z,189.4,-64.2,0,189.4,METRES,,,Mag: 5880 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,,Initial Azi/Dip Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,213.0,MGA94_53_Z,181.9,-63.0,0,181.9,METRES,,,Mag: 5802 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,309.0,MGA94_53_Z,186.7,-63.1,0,186.7,METRES,,,Mag: 5760 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,393.0,MGA94_53_Z,191.2,-63.8,0,191.2,METRES,,,Mag: 5714 Magnetic Minerals = NONE Magnetic Dip = 
DD12KND004,SAR,465.0,MGA94_53_Z,192.6,-64.1,0,192.6,METRES,,,Mag: 5729 Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,0.0,MGA94_53_Z,190.0,-60.0,0,190.0,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12BBS007,SAR,12.0,MGA94_53_Z,185.5,-60.8,0,185.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,322.0,MGA94_53_Z,185.7,-62.4,0,185.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,384.0,MGA94_53_Z,187.4,-61.9,0,187.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,417.8,MGA94_53_Z,188.5,-60.3,0,188.5,METRES,,,MAG: 5674 Magnetic Minerals =  Magnetic Dip = 
DD12BBS007,SAR,599.7,MGA94_53_Z,189.4,-58.1,0,189.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,447.0,MGA94_53_Z,187.9,-60.5,0,187.9,METRES,,,MAG: 5669 Magnetic Minerals =  Magnetic Dip = 
DD12BBS007,SAR,510.7,MGA94_53_Z,188.3,-59.3,0,188.3,METRES,,,MAG: 5674 Magnetic Minerals =  Magnetic Dip = 
DD12BBS007,SAR,540.6,MGA94_53_Z,188.9,-59.3,0,188.9,METRES,,,MAG: 55680nT Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,629.8,MGA94_53_Z,190.7,-58.0,0,190.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,665.0,MGA94_53_Z,191.2,-58.1,0,191.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,693.8,MGA94_53_Z,192.0,-57.8,0,192.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,713.8,MGA94_53_Z,192.8,-57.7,0,192.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,292.1,MGA94_53_Z,186.2,-62.4,0,186.2,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12BBS007,SAR,352.0,MGA94_53_Z,187.3,-62.1,0,187.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,570.8,MGA94_53_Z,191.6,-58.3,0,191.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12BBS007,SAR,478.6,MGA94_53_Z,188.3,-60.3,0,188.3,METRES,,,MAG: 5667 Magnetic Minerals =  Magnetic Dip = 
DD12BRM001,SAR,192.7,MGA94_53_Z,167.5,-60.6,0,167.5,METRES,,,MAG: 5693 nT Magnetic Minerals =  Magnetic Dip = 
DD12BRM001,SAR,222.7,MGA94_53_Z,169.1,-59.7,0,169.1,METRES,,,MAG: 5644 nT Magnetic Minerals =  Magnetic Dip = 
DD12BRM001,SAR,252.0,MGA94_53_Z,170.9,-59.1,0,170.9,METRES,,,MAG: 5690 nT Magnetic Minerals =  Magnetic Dip = 
DD12BRM001,SAR,282.7,MGA94_53_Z,171.2,-59.1,0,171.2,METRES,,,MAG: 5688 nT Magnetic Minerals =  Magnetic Dip = 
DD12BRM001,SAR,0.0,MGA94_53_Z,160.0,-60.0,0,160.0,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12BRM001,SAR,312.7,MGA94_53_Z,172.2,-59.0,0,172.2,METRES,,,MAG: 5689 nT Magnetic Minerals =  Magnetic Dip = 
DD12BRM001,SAR,162.7,MGA94_53_Z,165.7,-61.2,0,165.7,METRES,,,MAG: 5696 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,0.0,MGA94_53_Z,190.0,-60.0,0,190.0,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,12.0,MGA94_53_Z,189.2,-60.3,0,189.2,METRES,,,MAG: 5687 Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,322.0,MGA94_53_Z,194.6,-61.9,0,194.6,METRES,,,MAG: 55335 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,340.0,MGA94_53_Z,195.7,-61.9,0,195.7,METRES,,,MAG: 55699 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,400.0,MGA94_53_Z,196.0,-61.6,0,196.0,METRES,,,MAG: 55700 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,430.0,MGA94_53_Z,195.4,-61.6,0,195.4,METRES,,,MAG: 55687 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,493.0,MGA94_53_Z,196.6,-61.6,0,196.6,METRES,,,MAG: 55662 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,523.0,MGA94_53_Z,194.7,-61.6,0,194.7,METRES,,,MAG: 55228 nT Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,657.8,MGA94_53_Z,193.0,-59.6,0,193.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12CRD015,SAR,687.5,MGA94_53_Z,196.2,-58.8,0,196.2,METRES,,,MAG: Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,244.0,MGA94_53_Z,183.4,-61.6,0,183.4,METRES,,,MAG: 5514 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,403.0,MGA94_53_Z,185.6,-60.0,0,185.6,METRES,,,MAG: 5498 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,433.0,MGA94_53_Z,184.9,-59.5,0,184.9,METRES,,,MAG: 5536 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,180.0,MGA94_53_Z,182.9,-62.0,0,182.9,METRES,,,MAG: 5598 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,274.0,MGA94_53_Z,183.9,-61.6,0,183.9,METRES,,,MAG: 5539 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,304.02,MGA94_53_Z,184.0,-60.5,0,184.0,METRES,,,MAG: 5792 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,373.0,MGA94_53_Z,184.2,-60.2,0,184.2,METRES,,,MAG: 5520 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,536.0,MGA94_53_Z,184.6,-59.6,0,184.6,METRES,,,MAG: 5517 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,597.8,MGA94_53_Z,185.4,-59.3,0,185.4,METRES,,,MAG: 5374 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,627.8,MGA94_53_Z,190.1,-59.3,0,190.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12CRD015,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,456.9,MGA94_53_Z,185.0,-58.8,0,185.0,METRES,,,MAG: 5505 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,490.5,MGA94_53_Z,185.1,-58.5,0,185.1,METRES,,,MAG: 5504 Magnetic Minerals =  Magnetic Dip = 
DD12CRD015,SAR,567.3,MGA94_53_Z,185.3,-59.3,0,185.3,METRES,,,MAG: 5486 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,6.0,MGA94_53_Z,185.0,-59.9,0,185.0,METRES,,,MAG: 9175 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,338.0,MGA94_53_Z,188.6,-60.8,0,188.6,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,369.0,MGA94_53_Z,191.0,-57.2,0,191.0,METRES,,,MAG: 5691 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,430.0,MGA94_53_Z,193.4,-55.0,0,193.4,METRES,,,MAG: 5672 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,526.0,MGA94_53_Z,194.3,-54.9,0,194.3,METRES,,,MAG: 55679 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,651.7,MGA94_53_Z,195.5,-54.5,0,195.5,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,399.0,MGA94_53_Z,192.5,-55.7,0,192.5,METRES,,,MAG: 5691 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,557.6,MGA94_53_Z,194.5,-54.8,0,194.5,METRES,,,MAG: 55703 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,592.0,MGA94_53_Z,195.3,-54.6,0,195.3,METRES,,,MAG: 55699 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,226.0,MGA94_53_Z,184.9,-62.0,0,184.9,METRES,,,MAG: 5660 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,,PLANNED Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,159.0,MGA94_53_Z,181.8,-62.7,0,181.8,METRES,,,MAG: 5625 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,193.0,MGA94_53_Z,183.2,-62.5,0,183.2,METRES,,,MAG: 5658 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,256.0,MGA94_53_Z,185.3,-61.0,0,185.3,METRES,,,MAG: 5661. Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,288.0,MGA94_53_Z,187.5,-60.3,0,187.5,METRES,,,MAG: 5702 Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,318.0,MGA94_53_Z,188.1,-60.1,0,188.1,METRES,,,MAG: 5684 Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,148.0,MGA94_53_Z,192.2,-61.8,0,192.2,METRES,,,MAG: 55666 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,553.0,MGA94_53_Z,190.5,-61.6,0,190.5,METRES,,,MAG: 5285 Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,637.0,MGA94_53_Z,197.7,-61.4,0,197.7,METRES,,,MAG: 55659 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,697.0,MGA94_53_Z,199.1,-61.5,0,199.1,METRES,,,MAG: 55569 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,178.0,MGA94_53_Z,189.8,-61.8,0,189.8,METRES,,,MAG:55716 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,202.0,MGA94_53_Z,194.1,-62.1,0,194.1,METRES,,,MAG: 55703 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,232.0,MGA94_53_Z,194.2,-61.7,0,194.2,METRES,,,MAG: 55677 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,262.0,MGA94_53_Z,192.5,-61.8,0,192.5,METRES,,,MAG: 55425 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,292.0,MGA94_53_Z,194.3,-61.8,0,194.3,METRES,,,MAG: 55425 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,577.0,MGA94_53_Z,198.0,-61.6,0,198.0,METRES,,,MAG: 5553 Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,631.0,MGA94_53_Z,197.7,-61.4,0,197.7,METRES,,,MAG:  Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,667.0,MGA94_53_Z,198.6,-61.5,0,198.6,METRES,,,MAG: 55586 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,42.0,MGA94_53_Z,189.6,-60.7,0,189.6,METRES,,,MAG: 5631 Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,370.0,MGA94_53_Z,194.7,-61.7,0,194.7,METRES,,,MAG: 55710 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,457.0,MGA94_53_Z,195.8,-61.6,0,195.8,METRES,,,MAG: 55608 nT Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,607.0,MGA94_53_Z,198.6,-61.7,0,198.6,METRES,,,MAG: 5653 Magnetic Minerals =  Magnetic Dip = 
DD12PHS005,SAR,715.0,MGA94_53_Z,199.3,-61.3,0,199.3,METRES,,,MAG: 5573 Magnetic Minerals =  Magnetic Dip = 
DD12PHS006,SAR,259.0,MGA94_53_Z,118.6,-63.6,0,118.6,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12PHS006,SAR,289.0,MGA94_53_Z,118.6,-63.6,0,118.6,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12PHS006,SAR,408.0,MGA94_53_Z,111.8,-60.5,0,111.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,490.0,MGA94_53_Z,110.7,-58.6,0,110.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,580.0,MGA94_53_Z,107.9,-56.1,0,107.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,610.0,MGA94_53_Z,108.2,-55.3,0,108.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,685.0,MGA94_53_Z,106.0,-49.5,0,106.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,805.0,MGA94_53_Z,106.7,-42.5,0,106.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,199.0,MGA94_53_Z,118.5,-62.3,0,118.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,229.0,MGA94_53_Z,117.3,-63.2,0,117.3,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12PHS006,SAR,835.0,MGA94_53_Z,106.8,-42.5,0,106.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,337.0,MGA94_53_Z,117.4,-64.3,0,117.4,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12PHS006,SAR,355.0,MGA94_53_Z,118.4,-64.4,0,118.4,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12PHS006,SAR,373.0,MGA94_53_Z,114.3,-63.6,0,114.3,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD12PHS006,SAR,391.0,MGA94_53_Z,113.6,-62.5,0,113.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS006,SAR,640.0,MGA94_53_Z,107.4,-53.6,0,107.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12LARE001,SAR,465.7,MGA94_53_Z,193.8,-55.0,0,193.8,METRES,,,MAG: 55677 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,495.1,MGA94_53_Z,194.0,-54.9,0,194.0,METRES,,,MAG: 55667 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE001,SAR,625.0,MGA94_53_Z,195.4,-54.6,0,195.4,METRES,,,MAG: 55683 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,274.1,MGA94_53_Z,178.5,-60.8,0,178.5,METRES,,,MAG: 55693 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,364.0,MGA94_53_Z,179.9,-60.6,0,179.9,METRES,,,MAG: 5655 Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,6.0,MGA94_53_Z,178.3,-60.0,0,178.3,METRES,,,MAG: 55534 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,188.0,MGA94_53_Z,180.0,-60.5,0,180.0,METRES,,,MAG: 5707 Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,160.0,MGA94_53_Z,179.8,-60.5,0,179.8,METRES,,,MAG: 5810 Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,214.1,MGA94_53_Z,181.3,-60.8,0,181.3,METRES,,,MAG: 55612 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,304.0,MGA94_53_Z,179.4,-60.9,0,179.4,METRES,,,MAG: 5681 Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,376.0,MGA94_53_Z,178.1,-60.6,0,178.1,METRES,,,MAG: 5653 Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,0.0,MGA94_53_Z,179.6,-60.0,0,179.6,METRES,,,Collar Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,242.0,MGA94_53_Z,179.3,-60.8,0,179.3,METRES,,,MAG: 55718 nT Magnetic Minerals =  Magnetic Dip = 
DD12LARE002,SAR,334.0,MGA94_53_Z,179.9,-60.9,0,179.9,METRES,,,MAG: 5664 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,132.0,MGA94_53_Z,182.5,-61.2,0,182.5,METRES,,,MAG: 5709 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,151.0,MGA94_53_Z,181.1,-61.1,0,181.1,METRES,,,mag: 5694 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,196.0,MGA94_53_Z,181.2,-60.5,0,181.2,METRES,,,MAG: 5693 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,241.0,MGA94_53_Z,182.6,-59.4,0,182.6,METRES,,,MAG: 5761 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,504.5,MGA94_53_Z,191.0,-60.5,0,191.0,METRES,,,MAG: 5653 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,567.8,MGA94_53_Z,191.1,-60.6,0,191.1,METRES,,,MAG: 5665 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,687.0,MGA94_53_Z,190.3,-60.1,0,190.3,METRES,,,MAG: 5651 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,166.0,MGA94_53_Z,181.5,-61.0,0,181.5,METRES,,,MAG:5656 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,267.0,MGA94_53_Z,183.4,-58.9,0,183.4,METRES,,,MAG: 5714 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,,Initial Azi/Dip Magnetic Minerals = NONE Magnetic Dip = 
DD12LARE003,SAR,181.0,MGA94_53_Z,181.6,-60.7,0,181.6,METRES,,,MAG:5692 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,337.0,MGA94_53_Z,188.8,-61.0,0,188.8,METRES,,,MAG: 5699 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,367.0,MGA94_53_Z,190.1,-61.2,0,190.1,METRES,,,MAG: 5693 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,535.0,MGA94_53_Z,191.6,-60.4,0,191.6,METRES,,,MAG: 5633 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,630.6,MGA94_53_Z,190.3,-60.5,0,190.3,METRES,,,MAG: 5651 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,664.0,MGA94_53_Z,190.3,-60.1,0,190.3,METRES,,,MAG: 5652 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,12.0,MGA94_53_Z,175.7,-59.8,0,175.7,METRES,,,MAG: 5796 Magnetic Minerals = RODS Magnetic Dip = 
DD12LARE003,SAR,211.0,MGA94_53_Z,181.8,-60.2,0,181.8,METRES,,,MAG: 5679 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,408.8,MGA94_53_Z,189.2,-60.7,0,189.2,METRES,,,MAG: 6652 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,440.8,MGA94_53_Z,190.4,-60.2,0,190.4,METRES,,,MAG: 5645 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,472.0,MGA94_53_Z,191.2,-60.3,0,191.2,METRES,,,MAG: 5684 Magnetic Minerals =  Magnetic Dip = 
DD12LARE003,SAR,601.0,MGA94_53_Z,193.1,-60.8,0,193.1,METRES,,,MAG: 5677 Magnetic Minerals =  Magnetic Dip = 
DD12PHS002,SAR,147.0,MGA94_53_Z,135.6,-62.9,0,135.6,METRES,,,MAG: 56901 Magnetic Minerals =  Magnetic Dip = 
DD12PHS002,SAR,260.0,MGA94_53_Z,141.8,-64.4,0,141.8,METRES,,,MAG: 56971 Magnetic Minerals =  Magnetic Dip = 
DD12PHS002,SAR,415.0,MGA94_53_Z,141.6,-65.2,0,141.6,METRES,,,MAG: 54922 nT Magnetic Minerals = MT Magnetic Dip = 
DD12PHS002,SAR,445.0,MGA94_53_Z,144.1,-65.0,0,144.1,METRES,,,MAG: 55207 nT Magnetic Minerals = MT Magnetic Dip = 
DD12PHS002,SAR,535.0,MGA94_53_Z,150.8,-64.0,0,150.8,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD12PHS002,SAR,691.0,MGA94_53_Z,156.3,-64.2,0,156.3,METRES,,,MAG: 55912 Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS002,SAR,706.0,MGA94_53_Z,155.9,-64.2,0,155.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS002,SAR,12.0,MGA94_53_Z,130.6,-60.7,0,130.6,METRES,,,collar shot again as survey at 6m bad - MAG: 55995 Magnetic Minerals =  Magnetic Dip = 
DD12PHS002,SAR,290.0,MGA94_53_Z,142.4,-64.3,0,142.4,METRES,,,MAG: 56517 Magnetic Minerals =  Magnetic Dip = 
DD12PHS002,SAR,319.0,MGA94_53_Z,143.1,-64.5,0,143.1,METRES,,,MAG: 55725 Magnetic Minerals =  Magnetic Dip = 
DD12PHS002,SAR,352.0,MGA94_53_Z,140.3,-64.9,0,140.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD12PHS002,SAR,481.0,MGA94_53_Z,146.1,-64.5,0,146.1,METRES,,,MAG: 55088 nT Magnetic Minerals = MT Magnetic Dip = 
DD12PHS002,SAR,565.0,MGA94_53_Z,154.3,-63.7,0,154.3,METRES,,,MAG: 55088 nT Magnetic Minerals = MT Magnetic Dip = 
DD12PHS002,SAR,595.0,MGA94_53_Z,154.7,-63.8,0,154.7,METRES,,,MAG: 57287 nT Magnetic Minerals = MT Magnetic Dip = 
DD12PHS002,SAR,0.0,MGA94_53_Z,135.0,-60.0,0,135.0,METRES,,,collar Magnetic Minerals =  Magnetic Dip = 
