PROJECT,Prospect,SiteID,SiteType,DepthFrom,DepthTo,Lithology1,Lithology2,QUALIFIER1,QUALIFIER2,QUALIFIER3,QUALIFIER4,QUALIFIER5,TEXTURE,TEXTURE2,TEXTURE3,TEXTURE4,TEXTURE5,COLOUR1,Colour1_Intensity,COLOUR2,Colour2_Intensity,STRATIGRAPHY,STRUCTURE,LOGGEDBY,PRIORITY,COMMENTS,DataSource
SAR,NEP,DD10NEP007,UN,188.4,189.3,VAN,,BXD,POL,VCC,,,,,,,,RED,MD,PPL,,,,,1,As above but texturally destroyed by hee alteration. Relict clats visible.,User
SAR,NEP,DD10NEP007,UN,189.3,195.0,VAN,,BXD,ANG,POL,VCC,,,,,,,RED,MD,BRN ,,,,,1,Angular polymict breccia. Clasts appear to be all volcanogenic and composed of teh surrounding lavas. Some clasts porphyritic or amygdloidal and others are fine-grained. 10cm filled clay shear zone at 193.9m,User
SAR,NEP,DD10NEP007,UN,195.0,204.9,VDA,,AMR,QTZ,FLB,,,,,,,,RED,MD,,,,,,1,Complete rhyodacite lava flow. Top and bottom contacts and foliated with amygdales squished and elongate parallel to flow direction Top contact appears to be strat ower contact and is infilling the divits in the breccia above. WRU strat?,User
SAR,NEP,DD10NEP007,UN,204.9,209.15,VAN,,POR,ABX,,,,,,,,,PPL,DK,RED,,,,,1,"Brecciated top contact inidcating bottom autoclastic part of flow. Chil margin at down hole contact. Plag phyric, prophyritic. No flow alignment strong red hematite alteration.",User
SAR,NEP,DD10NEP007,UN,209.15,209.6,MMR,,CRK,<V,,,,,,,,,BLK,DK,,,,,,1,Magnetite graphite skarn/alteration. Texturally destoyed host rock. Crackle carbonate chalopyrite veins.,User
SAR,NEP,DD10NEP007,UN,209.6,250.15,VAN,,APH,POR,VCC,,,,,,,,GRN,DK,RED,,,,,1,Fine-grained dark unit. Possible pillow flows at uphole contact. Rare plag and phenos and amygdales.,User
SAR,NEP,DD10NEP007,UN,250.15,254.5,VDA,,AMY,POR,bqe,,,,,,,,GRN,MD,GRY,,,,,1,Qtz eyes but maybe infill of amygdales rather than primary qtz crystals. Plagphyric porphyrtic green grey andesite/dacite,User
SAR,NEP,DD10NEP007,UN,254.5,274.6,VAN,,POR,<V,,,,,,,,,GRN,MD,GRY,,,,,1,,User
SAR,NEP,DD10NEP007,UN,274.6,275.7,VAN,,BXD,auc,,,,,,,,,RED,MD,BRN,,,,,1,Strongly HE altered autobreccia. Angular clasts composed of surrounding wall rock,User
SAR,NEP,DD10NEP007,UN,275.7,317.6,VAN,,BC,AUC,POR,,,,,,,,RED,MD,GRN,,,,,1,Very broken core rare porphyritic plag laths. Pervasive hematite and chlorite alteration ,User
SAR,NEP,DD10NEP007,UN,317.6,335.0,VBA,,pso,AMY,,,,,,,,,RED,MD,GRN,,,,,1,Large 3cm su rounded clasts? of amygdaloidal basalt in finer grained more strongly hematite altered matrix. ,User
SAR,NEP,DD10NEP007,UN,335.0,357.5,VBA,,PSO,AMY,POR,,,,,,,,RED,MD,BRN,,,,,1,,User
SAR,NEP,DD10NEP007,UN,357.5,375.8,VBA,,PSO,AMY,BC,,,,,,,,RED,MD,GRN,,,,,1,Pseudo to brecciated VBA with what looks like amygdaloidal basalt clasts in a finergrained matrix.,User
SAR,NEP,DD10NEP007,UN,375.8,454.5,VAN,,POR,VCC,,,,,,,,,RED,MD,,,,,,1,Very uniform coherent plag phyric and porphyritic andesite lava. Increase in qtz down hole,User
SAR,NEP,DD10NEP007,UN,454.5,459.8,VDA,,POR,bqe,,,,,,,,,RED,MD,,,,,,1,"Definite increase in qtz eyes. No apparent contact bewteen this unit, the above and below unit. ",User
SAR,NEP,DD10NEP007,UN,459.8,463.0,VAN,,POR,VCC,,,,,,,,,RED,MD,,,,,,1,Very uniform coherent plag phyric and porphyritic andesite lava. ,User
SAR,NEP,DD10NEP007,UN,463.0,464.2,VAN,,BXD,pol,,,,,,,,,RED,MD,,,,,,1,Clast supported angular ploymict breccia. Maybe base  of flow,User
SAR,NEP,DD10NEP007,UN,464.2,470.0,VAN,,POR,,,,,,,,,,RED,MD,,,,,,1,POrphyritic plag phyric andesite. CHlorite replacing plag phenos.,User
SAR,NEP,DD10NEP007,UN,470.0,478.0,VDA,,POR,BQE,AMY,,,,,,,,RED,MD,,,,,,1,Porph van with qtz filled amygdales. Some qtz might be primary. ,User
SAR,NEP,DD10NEP007,UN,478.0,483.0,VAN,,POR,,,,,,,,,,RED,MD,,,,,,1,Play phyric porph van,User
SAR,NEP,DD10NEP007,UN,483.0,505.9,VDA,,POR,AMY,,,,,,,,,RED,MD,,,,,,1,Porph van with qtz filled amygdales. Some qtz might be primary. Sharp upper contact,User
SAR,NEP,DD10NEP007,UN,505.9,509.6,VAN,,,,,,,,,,,,RED,MD,,,,,,1,Texturally destroyed by he and sil flooding.,User
SAR,NEP,DD10NEP007,UN,509.6,515.9,VAN,,POR,,,,,,,,,,RED,MD,,,,,,1,Crowded feldspar phyric porphyritic van.,User
SAR,NEP,DD10NEP007,UN,515.9,518.5,VAN,,POR,cgr,CM,,,,,,,,RED,MD,GRN,,,,,1,Very distinct porphyritic 1+cm plag phenos andesite. Brecciated topmargin suggestig bottom of flow and strat WRU.,User
SAR,NEP,DD10NEP008,UN,0.0,3.0,LCO,,,,,,,,,,,,RED,MD,BRN,,,,,1,Red-brown oxidised colluvim.,User
SAR,NEP,DD10NEP008,UN,3.0,27.0,SSH,,MOT,WHI,,,,,,,,,RED,MD,WHT,,Bulldog Shale,,,1,Red-white mottled clay after Bulldog Shale. Upto 15% lithic fragments,User
SAR,NEP,DD10NEP008,UN,27.0,33.0,SSH,,MOT,WHI,,,,,,,,,BRN,MD,BUF,,Bulldog Shale,,,1,Brown-beige mottled clays after Bulldog Shale. Upto2% lithic fragments,User
SAR,NEP,DD10NEP008,UN,33.0,54.0,SSH,,MOT,WHI,,,,,,,,,RED,MD,ORA,,Bulldog Shale,,,1,Red-orange-white mottled clay after Bulldog shale. Upto 2% lithic fragments,User
SAR,NEP,DD10NEP008,UN,54.0,84.0,SSH,,WHI,,,,,,,,,,BLK,DK,,,Bulldog Shale,,,1,Black reduced clay after Bulldog Shale. Rare orange spots.,User
SAR,NEP,DD10NEP008,UN,84.0,116.8,LSD,,CGR,ang,WST,,,,,,,,GRY,LT,,,,,,1,Well sorted sands.,User
SAR,NEP,DD10NEP008,UN,116.8,126.6,VBS,,AMY,<V,,,,,,,,,GRN,MD,GRY,,,,,1,Amygdaloidal basalt with weak chlorite alteration. Carb veins and infill of anygdales with rare trace cpy.,User
SAR,NEP,DD10NEP008,UN,126.6,133.7,VBA,,POR,fgr,<V,AMY,,,,,,,GRN,MD,GRY,,,,,1,Fine-grained unit looks to be chilled. LEss amygdalesthen above unit. Sharp contact between the two. Common 2mm carb veins.,User
SAR,NEP,DD10NEP008,UN,133.7,143.0,VAN,,POR,CGR,bxd,ang,,,,,,,RED,MD,GRN,,,,,1,HE flooding of Coarse porph plag van. Clastsof plag xstals floating in fine-grained HE matrix. Sericite selectively altering feldspar.,User
SAR,NEP,DD10NEP008,UN,143.0,159.3,VAN,,POR,AMY,<V,,,,,,,,RED,MD,GRN,,,,,1,Increasing amygdales in similar feldsparphyric unit as above. Pervasive HE alteration of fine-grained ground mass and selective ch alt of feldspar. HE incresaing downhole,User
SAR,NEP,DD10NEP008,UN,159.3,163.3,VAN,,,,,,,,,,,,RED,DK,,,,,,1,Texturally destroyed by HE flooding.,User
SAR,NEP,DD10NEP008,UN,163.3,172.2,VAN,,POR,AMY,<V,,,,,,,,RED,MD,GRN,,,,,1,Weaker HE floodingrestricted mainlyto the finger grained ground mass.,User
SAR,NEP,DD10NEP008,UN,172.2,192.8,VAN,,POR,AMY,<V,,,,,,,,GRY,MD,GRN,,,,,1,Weak pervasive HE of above unit with more distinct chlorite alteration.  Pink carb and qtz infill of amygdales wtih rare trace py cpy,User
SAR,NEP,DD10NEP008,UN,192.8,200.0,VAN,,POR,AMY,>V,BXD,,,,,,,RED,MD,,,,,,1,Increase of HE flooding causing pseudobrecciation.,User
SAR,NEP,DD10NEP008,UN,200.0,204.0,VAN,,CNT,pil,BXD,,,,,,,,RED,MD,,,,,,1,ROunded clasts/pillows of vesicular VBA in finergrained HE altered groundmass,User
SAR,NEP,DD10NEP008,UN,204.0,220.0,VAN,,BXD,>V,,,,,,,,,RED,DK,PPL,,,,,1,Texturally destroyed rock. Original rock difficult to determine.replaced by HE and HS. Rare veins of py + cpy.,User
SAR,NEP,DD10NEP008,UN,220.0,241.95,VBS,,AMY,FGR,<V,,,,,,,,GRN,MD,RED,,,,,1,"Fine-grained amygdaloidal basalt. Rare plag laths observed. Varying sizes and direction of elognation of amygales. If aligned though tend be down LCA indicating relatively steeply dipping beds. Infill of amygdales by cb, siderite, HS+-Cpy+py.Tensiona",User
SAR,NEP,DD10NEP008,UN,241.95,243.0,VBS,,BXD,AMY,CAG,,,,,,,,RED,DK,PPL,,,,,1,Brecciated VBS.  Clasts vary from angular through to subrounded. Most clasts ahve amygdales indicating similar comp to host rock some are indistinguishable.,User
SAR,NEP,DD10NEP008,UN,243.0,283.35,VBS,,AMY,pso,pil,,,,,,,,GRN,MD,RED,,,,,1,"Unlikely to be one unit but hard to distinguish top and bottom of flows. In placed appears to be clasts of VBS in finergrained vbs. Maybe rip up clats, pillows of indicative of magma mixing. Tensile carb veins.",User
SAR,NEP,DD10NEP008,UN,283.35,303.0,VBS,,AMY,PSO,,,,,,,,,RED,DK,PPL,,,,,1,MOre texturally destroyed VBS by HE flooding.,User
SAR,NEP,DD10NEP008,UN,303.0,314.0,VAN,,POR,fel,<V,,,,,,,,PPL,MD,RED,,,,,1,Porphyriticfeldspar phyric. Strong HE alteration of fine-grained groundmass. Disinct unit. Maybe intrusive. Weakly faulted contacts.,User
SAR,NEP,DD10NEP008,UN,314.0,338.1,FTZ,,fau,BC,<V,,,,,,,,PPL,MD,GRN,,,,,1,Broekn fault zone with strong HE and CH alteraton. Rock all mashedup.,User
SAR,NEP,DD10NEP008,UN,338.1,360.5,VAN,,POR,FEL,<V,,,,,,,,PPL,MD,RED,,,,,1,Porphyritic plag phyric VAN may be porphyry intrusive.,User
SAR,NEP,DD10NEP008,UN,360.5,362.5,VAN,,EQI,FGR,,,,,,,,,PPL,MD,RED,,,,,1,As above but lacking the distinct large plag laths.,User
SAR,NEP,DD10NEP008,UN,362.5,426.0,VAN,,POR,VCC,<V,,,,,,,,PPL,MD,RED,,,,,1,Coherent and massive plag phyric pophyritic van.,User
SAR,NEP,DD10NEP008,UN,426.0,436.0,VAN,,POR,BXD,<V,,,,,,,,PPL,MD,RED,,,,,1,Increasing HE and Hs alteration. Crackle veining of HS.,User
SAR,NEP,DD10NEP008,UN,436.0,446.0,VAN,,POR,>V,,,,,,,,,PPL,DK,RED,,,,,1,Texturally destroyed by HS HE alteration,User
SAR,NEP,DD10NEP008,UN,446.0,466.0,VAN,,POR,VCC,<V,,,,,,,,RED,MD,PPL,,,,,1,Porphyritic plag phyric andesite with varying HE alteration,User
SAR,NEP,DD10NEP008,UN,466.0,480.0,VAN,,POR,VCC,>V,,,,,,,,RED,MD,PPL,,,,,1,Increased HS and HE. Crackle veining by HS,User
SAR,NEP,DD10NEP008,UN,480.0,481.0,VAN,,POR,AMY,,,,,,,,,RED,MD,PPL,,,,,1,Amygdale rich unit. Likely to be top of flow indicating units are right way up,User
SAR,NEP,DD10NEP008,UN,481.0,496.79,VAN,,POR,BXD,<V,,,,,,,,RED,MD,,,,,,1,BRecciated and crackle veining by he +- se alteration. Rare py +gp veins,User
SAR,NEP,DD10NEP008,UN,496.79,499.9,IDO,,POR,FGR,<V,,,,,,,,GRY,MD,GRN,,,,,1,"Reasonably unaltered, late mafic intrusive with possible porph plag laths.",User
SAR,NEP,DD10NEP008,UN,499.9,522.6,VAN,,POR,>V,,,,,,,,,PPL,MD,RED,,,,,1,TExturally destroying steely hematite and speccy hem alteration of porph van,User
SAR,NEP,DD10NEP008,UN,522.6,536.7,VAN,,POR,<V,,,,,,,,,RED,MD,,,,,,1,Decreasing HE alt of VAN. Appears to be amygdale rich zone at bottom with aligned amygdales.,User
SAR,NEP,DD10NEP008,UN,536.7,646.9,VAN,,POR,<V,,,,,,,,,GRN,MD,RED,,,,,1,Coheren porph plag phyric VAN. Areas with rounded qtz but maybe amygdales infill. Variable Ch + se +-ep and he. WEak carb veining.,User
SAR,NEP,DD10NEP008,UN,646.9,651.0,IDO,,<V,amy,FGR,,,,,,,,GRY,DK,,,,,,1,"Fine grained grey intrusive with moderate CB +/- HE veining, and trace magnetism. Rare trace PY and CP.",User
SAR,NEP,DD10NEP008,UN,651.0,691.0,VAN,,por,<V,AMY,,,,,,,,RED,DK,BRN,,,,,1,Red-brown plag rich HE altered andesite. Small zones of increased amygdales with QT infill. Weak CB veins +/- CH. Small 10cm granitoid intrusion at 680.5m. Rare trace PY and CP,User
SAR,NEP,DD10NEP008,UN,691.0,694.0,VAN,,POR,SIL,<V,,,,,,,,RED,DK,BRN,,,,,1,Red-brown CH-HE altered andesite with plag laths high HE dusted. Silicious zones. HS present in small amounts.,User
SAR,NEP,DD10NEP008,UN,694.0,700.2,VBA,,fer,,,,,,,,,,RED,DK,BRN,,,,,1,Dark red-brown highly HE and CH altered andeiste with patchy zones of HS. Weak CB veins and trace PY-CP associated with veins.,User
SAR,NEP,DD10NEP008,UN,700.2,716.7,VBA,,AMY,FER,<V,,,,,,,,RED,DK,GRY,,,,,1,Dark red-grey amydaloid rich basaltic andesite. AMY infill is QT +/- CH and rare trace CP.,User
SAR,NEP,DD10NEP008,UN,716.7,719.9,VBS,,FGR,<V,,,,,,,,,GRY,DK,RED,,,,,1,Dark grey-red doleritic dyke with weak peatchy magnetism and minro CB-FL veining. HE alteration pervasive,User
SAR,NEP,DD10NEP008,UN,719.9,738.2,VBX,,>V,amy,SIL,,,,,,,,RED,DK,GRY,,,,,1,"Dark grey-red volcanic bx. Bx is primarily basalt with occational +5cm clasts of andesite.Rip up Bx? Rare PY, CP, FL",User
SAR,NEP,DD10NEP008,UN,738.2,793.0,VBS,,AMY,>V,,,,,,,,,GRY,DK,RED,,,,,1,Dark grey-red amygdaloidal rich basalt with zones of strong HE alteration. Multiple flows within interval. AMY infill is quartz +/- CB +/- rare trace CP-PY. Rare macroveins displaying multi-phase of quartz growth > CB infil> Late stage fluorite.,User
SAR,NEP,DD10NEP008,UN,793.0,799.1,VBA,,FGR,APH,<V,por,,,,,,,GRY,DK,GRN,,,,,1,EOH. Dark grey-green VBA with few plag laths. Minor patchy magnetism. Minor CB veining +/- HE +/- MT +/- CP,User
SAR,NEP,DD10NEP009,UN,0.0,6.0,CLA,,,,,,,,,,,,RED,,ORA,,,,,1,Red-Orange oxidised soil,User
SAR,NEP,DD10NEP009,UN,6.0,42.0,CLA,,slt,,,,,,,,,,RED,,WHT,,,,,1,Red-white silt + clay,User
SAR,NEP,DD10NEP009,UN,42.0,54.0,SSH,,,,,,,,,,,,RED,,ORA,,,,,1,Red-orange clay,User
SAR,NEP,DD10NEP009,UN,54.0,60.0,SSH,,,,,,,,,,,,RED,,BLK,,Bulldog Shale,,,1,Red-black clay after Bulldog Shale,User
SAR,NEP,DD10NEP009,UN,60.0,99.0,LSD,,san,,,,,,,,,,BLK,,,,Bulldog Shale,,,1,Black bulldog shale with minor quartz sand at bottom,User
SAR,NEP,DD10NEP009,UN,99.0,107.4,SMT,,wrd,VCC,POR,,,,,,,,CRM,LT,BUF,,,,,1,Daimictite,User
SAR,NEP,DD10NEP009,UN,107.4,133.3,VAN,,srd,VCC,abx,,,,,,,,RED,MD,GRN,,,,,1,"Porph van with rounded, stunted plag phenos indicating reworking. Common sub rounded clasts of similar rock. Appears more volc reworking conglom than magma mixing. He and CH altvariable. ",User
SAR,NEP,DD10NEP009,UN,133.3,135.6,VAN,,BC,fra,,,,,,,,,RED,MD,,,,,,1,As above but strongly fractured. Does not appear to be a fault,User
SAR,NEP,DD10NEP009,UN,135.6,201.9,VAN,,SRD,VCC,POR,,,,,,,,RED,MD,,,,,,1,Volc cong as previous. Maybe zones of more coherent lava but all plag laths show rouded edges indicating reworking. Clasts appear to be all of volc origin (VAN).,User
SAR,NEP,DD10NEP009,UN,201.9,203.68,FTZ,,BC,FRA,,,,,,,,,GRY,LT,GRN,,,,,1,clay healed fault zone.,User
SAR,NEP,DD10NEP009,UN,203.68,232.4,VAN,,VCC,SRD,,,,,,,,,RED,MD,,,,,,1,"Vol cong as previous. Varying HE alteration. PARticularly strong below the above fault zone, Rare grading indicates strat wong way up.",User
SAR,NEP,DD10NEP009,UN,232.4,239.0,IGB,,POR,sil,BC,,,,,,,,GRN,DK,,,,,,1,Darker ch altered rock. highly fractured. Appears moremafic than surrounding van.Maybe coarse-grained iintrusive.,User
SAR,NEP,DD10NEP009,UN,239.0,253.0,VAN,,POR,BC,FRA,,,,,,,,RED,MD,ORA,,,,,1,"Very broken and fractured zone, possible hanging wall to fault. Strong HE reddening. Rare trace cpy.",User
SAR,NEP,DD10NEP009,UN,253.0,254.3,FTZ,,FRA,BC,fau,,,,,,,,GRY,MD,RED,,,,,1,CLay healed fault zone.,User
SAR,NEP,DD10NEP009,UN,254.3,257.0,VAN,,BXD,,,,,,,,,,RED,MD,,,,,,1,Texturally destroying HE and steely hem alteration of footwall to fault. unkown host rock.,User
SAR,NEP,DD10NEP009,UN,257.0,258.5,VAN,,POR,,,,,,,,,,RED,MD,PPL,,,,,1,Distinct porph plag phyric van with mod HE alt.,User
SAR,NEP,DD10NEP009,UN,258.5,264.1,FTZ,,FAU,BC,FRA,,,,,,,,RED,MD,GRN,,,,,1,Clay chlorite faultzone.,User
SAR,NEP,DD10NEP009,UN,264.1,265.3,VAN,,BXD,,,,,,,,,,RED,DK,PPL,,,,,1,steely hem zone in footwall of clay chlorite fault.,User
SAR,NEP,DD10NEP009,UN,265.3,276.2,VAN,,POR,BC,AMY,,,,,,,,RED,MD,,,,,,1,POrph coarse-grained van. Strongly fractured core.,User
SAR,NEP,DD10NEP009,UN,276.2,283.0,FTZ,,FAU,BC,,,,,,,,,GRY,MD,,,,,,1,steely hem zone in footwall of clay chlorite fault.,User
SAR,NEP,DD10NEP009,UN,283.0,303.0,VAN,,BXD,,,,,,,,,,RED,DK,PPL,,,,,1,,User
SAR,NEP,DD10NEP009,UN,303.0,314.4,VAN,,POR,<V,,,,,,,,,RED,MD,,,,,,1,POrph van with varying degrees of HE reddening.,User
SAR,NEP,DD10NEP009,UN,314.4,316.0,VAN,,BXD,,,,,,,,,,RED,DK,PPL,,,,,1,steely hem zone in footwall of clay chlorite fault.,User
SAR,NEP,DD10NEP009,UN,316.0,323.0,VAN,,POR,VCC,<V,,,,,,,,RED,MD,,,,,,1,POrph van with varying degrees of HE reddening.,User
SAR,NEP,DD10NEP009,UN,323.0,324.0,VAN,,POR,VCC,,,,,,,,,PPL,MD,RED,,,,,1,Steely Hem + sil texturally destroying alt wit rare relict plag phenos replaced by chlorite still visible. Rare trace cpy in crackle veinlets.,User
SAR,NEP,DD10NEP009,UN,324.0,326.3,VAN,,POR,AMY,<V,,,,,,,,RED,MD,PPL,,,,,1,"Porph plag phyric van. More crowding of plag phenos, and phenos more angular rathertahn sub rounded. POssibly indicating less reworking, Strong He alt, overprinting ealier ch alteration. Carb qtz HS infill of amyg rare trace cpy",User
SAR,NEP,DD10NEP009,UN,326.3,328.7,VAN,,POR,AMY,,,,,,,,,PPL,MD,RED,,,,,1,Patchy texturally obliterating steely hem alteration.,User
SAR,NEP,DD10NEP009,UN,328.7,331.0,VAN,,POR,AMY,pso,,,,,,,,RED,MD,PPL,,,,,1,Texturally destroying HE alt with relict ch alt of phenos. Carb infill of amygdales and weak veining.Patchy and varying alt makesrock look vaguely clastic in patches,User
SAR,NEP,DD10NEP009,UN,331.0,354.3,VAN,,POR,AMY,PSO,,,,,,,,PPL,MD,RED,,,,,1,Pachty texturally obliterating Steely hem alt with morepervasive and texturally desotrying he. Carb infill of amys and late veining cross cutting steely hem. Rare trace cpy and py. Rare alignment of phenos and amys indicate very steep dip to north.,User
SAR,NEP,DD10NEP009,UN,354.3,357.75,VAN,,POR,AMY,,,,,,,,,PPL,MD,GRN,,,,,1,Moderate pervasive earthy hematite alteration of fine-grained groundmass. Chlorite pseudomorphing of Plag phenos.,User
SAR,NEP,DD10NEP009,UN,357.75,364.05,VAN,,POR,AMY,,,,,,,,,RED,MD,PPL,,,,,1,Stronger more texturally destroying he alteration.,User
SAR,NEP,DD10NEP009,UN,364.05,379.0,VAN,,POR,AMY,,,,,,,,,GRN,MD,RED,,,,,1,Darker green porph van. Ch alteration dominating.,User
SAR,NEP,DD10NEP009,UN,379.0,417.9,VAN,,POR,AMY,,,,,,,,,RED,MD,,,,,,1,Variable HE altered porph van.Resonably broken core.,User
SAR,NEP,DD10NEP009,UN,417.9,420.0,BRE,,srd,vcc,,,,,,,,,RED,MD,,,,,,1,Rounded milled volc andesite breccia with qtz ch infill. ALl clasts are similar compsition to surrounding rock.,User
SAR,NEP,DD10NEP009,UN,420.0,439.3,BRE,,sag,VCC,,,,,,,,,RED,MD,WHT,,,,,1,Weak carb chlorite breccia/fracturing,User
SAR,NEP,DD10NEP009,UN,439.3,447.4,BCL,,SAG,VCC,,,,,,,,,GRN,MD,GRY,,,,,1,Rubble milled chlorite breccia with volc andesite clasts.,User
SAR,NEP,DD10NEP009,UN,447.4,468.9,BCL,,BXD,pso,,,,,,,,,GRN,MD,RED,,,,,1,Broken zone. Chlorite breccia with earlier? more pervasive HE alteration. Mod carb veining.,User
SAR,NEP,DD10NEP009,UN,468.9,473.7,FTZ,,FAU,,,,,,,,,,GRY,LT,RED,,,,,1,fault gouge clayand milled rock,User
SAR,NEP,DD10NEP009,UN,473.7,477.5,VAN,,FGR,<V,,,,,,,,,GRN,DK,,,,,,1,much finer-grained less porphyritic.,User
SAR,NEP,DD10NEP009,UN,477.5,483.2,VAN,,BXD,<V,,,,,,,,,GRN,MD,,,,,,1,Broken/weak shear zone. Strong moderate to strong chlorite atleration,User
SAR,NEP,DD10NEP009,UN,483.2,485.7,VAN,,FGR,AMY,>V,,,,,,,,GRN,MD,RED,,,,,1,van/vba with amygdaloidal top and autoclastic base. Indicating wrong wayup. Rare trace cpy in qtz + hs vein/breccia infill.,User
SAR,NEP,DD10NEP009,UN,485.7,507.7,BCL,,BXD,<V,POR,,,,,,,,GRN,MD,RED,,,,,1,Van with weak qtz ch hs with trace cpy + py. Broken zone.,User
SAR,NEP,DD10NEP009,UN,507.7,522.0,BCL,,BXD,srd,PSU,,,,,,,,GRN,MD,RED,,,,,1,Breccia to pseudobrecciated van. Patchy chlorite hematite alteration of alternating clasts. qtz chlorite carb cpypy breccia infill.,User
SAR,NEP,DD10NEP009,UN,522.0,536.1,VAN,,BXD,PSO,FGR,,,,,,,,GRN,MD,RED,,,,,1,fine-grained equigranular van.Weak patchy he and ch alt. Rare vein/vreccias of qtz cb cpy py,User
SAR,NEP,DD10NEP009,UN,536.1,541.7,FLT,,FAU,BC,,,,,,,,,GRY,MD,,,,,,1,fault gauge fault zone. no sharp contact. clasts of surrounding van. no min,User
SAR,NEP,DD10NEP009,UN,541.7,551.2,VAN,,POR,AMY,,,,,,,,,GRN,MD,GRY,,,,,1,Porphyritic plag phyric van. Very coarse grained. Amygdaloidal top of flow and of topof next flow --> wrong way up strat.,User
SAR,NEP,DD10NEP009,UN,551.2,556.0,VBA,,AMY,<V,,,,,,,,,RED,MD,,,,,,1,fine-grained amygdaloidal basalt.,User
SAR,NEP,DD10NEP009,UN,556.0,574.2,VBA,,FGR,<V,BXD,,,,,,,,GRN,MD,,,,,,1,Fine-grained disrupted and weakly texturallydstroyed van. Leucoxenes visible. weak ch+carb brecciationn,User
SAR,NEP,DD10NEP009,UN,574.2,589.9,VAN,,POR,CGR,AMY,,,,,,,,GRN,MD,GRY,,,,,1,Very coarse plag plag crystals in f/g matrix. Distinct unit.,User
SAR,NEP,DD10NEP009,UN,589.9,599.1,VAN,,BXD,<V,,,,,,,,,GRN,MD,GRY,,,,,1,f/g volcanic likely to be andesite. strongly texturally disrupted by ch + he + carb.,User
SAR,NEP,DD10NEP009,UN,599.1,605.45,VAN,,FGR,,,,,,,,,,GRN,MD,RED,,,,,1,Fine-grained moreequigranular VAN. Rare ch altered larger more porphyritic feldspar phenoscrysts.,User
SAR,NEP,DD10NEP009,UN,605.45,610.0,VAN,,POR,<V,,,,,,,,,GRN,MD,RED,,,,,1,porph volcanic likely to be andesite. strongly texturally disrupted by ch + he + carb.,User
SAR,NEP,DD10NEP009,UN,610.0,630.5,VAN,,POR,<V,AMY,,,,,,,,GRN,MD,RED,,,,,1,porph van but only 2-4mm feldspar laths. Rare carb veins,User
SAR,NEP,DD10NEP009,UN,630.5,679.22,VAN,,bqe,POR,AMY,,,,,,,,RED,MD,GRN,,,,,1,Variably altered VAN - ch - he. QTz infill  of amygdales or maybe pehnos indicating more felsic composition.,User
SAR,NEP,DD10NEP009,UN,679.22,683.0,VAN,,POR,<V,,,,,,,,,GRN,DK,RED,,,,,1,texturally detroying ch and he alteration. relict feldspar phenos still visible.,User
SAR,NEP,DD10NEP009,UN,683.0,693.0,VAN,,POR,,,,,,,,,,RED,MD,GRN,,,,,1,"Distinct unit. Large,uncommon feldspar phenos replaced by chlorite in finer-grained pink he altered groundmass.",User
SAR,NEP,DD10NEP009,UN,693.0,717.0,VAN,,POR,<V,,,,,,,,,GRN,MD,,,,,,1,Veined disrutped zone. Rare relict feldspar phenos present. Strong massive mt veining with trace cpy. ,User
SAR,NEP,DD10NEP009,UN,717.0,727.5,VAN,,POR,<V,,,,,,,,,GRN,MD,RED,,,,,1,,User
SAR,NEP,DD10NEP009,UN,727.5,734.31,VAN,,>V,,,,,,,,,,GRN,MD,,,,,,1,Disrupted altered and texturally destroyed zone. up to 1% cpy in places.,User
SAR,NEP,DD10NEP009,UN,734.31,743.54,VAN,,shr,BXD,,,,,,,,,GRN,MD,,,,,,1,Van with increasing tectonism down hoe.,User
SAR,NEP,DD10NEP009,UN,743.54,749.6,FLT,,SHR,,,,,,,,,,RED,MD,,,,,,1,Strong HE alteration completely destroying host rock. Leucoxenes still visible indicating host rock might still be andesite,User
SAR,NEP,DD10NEP009,UN,749.6,750.6,FLT,,SHR,BXD,,,,,,,,,GRN,MD,RED,,,,,1,clay healed fault zone. strong chlorite =he alteration. Clats of van in shear,User
SAR,NEP,DD10NEP009,UN,750.6,755.17,VBS,,AMY,,,,,,,,,,GRY,MD,,,,,,1,fine-grained basalt appear unaltered but strong sericite alteration in microscale.,User
SAR,NEP,DD10NEP009,UN,755.17,757.6,FLT,,SHR,,,,,,,,,,RED,MD,GRN,,,,,1,He weak faul zone,User
SAR,NEP,DD10NEP009,UN,757.6,782.0,VBS,,<V,AMY,BC,,,,,,,,GRY,MD,,,,,,1,As previous,User
SAR,NEP,DD10NEP009,UN,782.0,783.0,FTZ,,BC,,,,,,,,,,GRN,MD,RED,,,,,1,Borken possible fault zone.,User
SAR,NEP,DD10NEP010,UN,0.0,6.0,LCO,,,,,,,,,,,,ORA,MD,RED,,,,,1,Colluvium. Orange-red oxidised.,User
SAR,NEP,DD10NEP010,UN,6.0,42.0,SSH,,san,MOT,,,,,,,,,WHT,MD,RED,,Bulldog Shale,,,1,White-red Bulldog shale. Slightly sandy,User
SAR,NEP,DD10NEP010,UN,42.0,54.0,SSH,,SAN,MOT,,,,,,,,,RED,MD,WHT,,Bulldog Shale,,,1,Red-white-orange mottled bulldog shale.,User
SAR,NEP,DD10NEP010,UN,54.0,99.0,SSH,,MOT,,,,,,,,,,GRY,DK,RED,,Bulldog Shale,,,1,Dark grey reduced Bulldog shale with red mottles. ,User
