Project,SiteId,Depth_From,Depth_To,Altmineral1,Altstyle1,Altmineral2,Altstyle2
SAR,DD10TUR010,334.3,338.4,AM,C,BT,P
SAR,DD10TUR010,338.4,344.0,BT,C,QT,P
SAR,DD10TUR010,344.0,352.1,CH,C,AM,C
SAR,DD10TUR011,252.0,268.0,CH,C,SI,C
SAR,DD10TUR011,268.0,275.2,CB,F,CH,P
SAR,DD10TUR011,275.2,277.0,EP,P,SE,P
SAR,DD10TUR011,277.0,279.5,CH,C,SE,C
SAR,DD10TUR011,279.5,283.0,CH,P,SE,C
SAR,DD10TUR011,283.0,285.5,CB,V,CH,P
SAR,DD10TUR011,285.5,288.2,BI,C,CH,P
SAR,DD10TUR011,288.2,291.2,SE,C,CB,V
SAR,DD10TUR011,291.2,297.0,KF,C,PH,P
SAR,DD10TUR011,297.0,299.5,PO,P,BI,P
SAR,DD10TUR011,299.5,304.0,CB,V,CH,P
SAR,DD10TUR011,304.0,305.0,CH,C,,
SAR,DD10TUR011,305.0,310.5,BI,P,CH,P
SAR,DD10TUR011,310.5,316.0,BI,C,SI,C
SAR,DD10TUR011,316.0,317.0,CH,P,MI,P
SAR,DD10TUR011,317.0,333.3,BI,C,CH,C
SAR,DD10TUR011,333.3,334.3,BI,P,CH,P
SAR,DD10TUR011,334.3,343.3,BI,C,CH,C
SAR,DD10TUR011,343.3,345.0,BI,P,CH,P
SAR,DD10TUR011,345.0,350.3,PY,V,BI,C
SAR,DD10TUR011,350.3,351.3,EP,V,SE,V
SAR,DD10TUR011,351.3,353.0,PY,V,BI,P
SAR,DD10TUR011,353.0,388.5,BI,C,CH,C
SAR,DD10TUR011,388.5,450.0,KF,C,AM,P
SAR,DD10TUR011,450.0,475.2,MT,C,AM,P
SAR,DD10TUR011,476.3,495.4,AM,C,CH,P
SAR,DD10TUR011,495.4,497.6,AM,V,CH,V
SAR,DD10TUR011,497.6,513.5,BI,C,CH,P
SAR,DD10TUR011,515.0,520.5,CP,C,AM,C
SAR,DD10TUR011,520.5,527.0,BI,C,CH,P
SAR,DD10TUR011,527.0,531.9,BI,C,CH,V
SAR,DD10TUR011,531.9,533.3,BI,C,CH,P
SAR,DD10TUR011,533.3,534.1,AM,C,CH,C
SAR,DD10TUR011,534.1,543.4,BI,C,CH,P
SAR,DD10TUR011,543.4,544.0,CP,C,PY,P
SAR,DD10TUR011,544.0,555.3,CH,P,MT,C
SAR,DD10TUR011,555.3,572.5,PY,V,CH,C
SAR,DD10TUR011,572.5,575.8,PY,C,AM,P
SAR,DD10TUR011,575.8,576.6,DS,C,MT,P
SAR,DD10TUR011,576.6,610.0,MT,C,AM,P
SAR,DD10TUR011,610.0,612.6,DS,C,AM,C
SAR,DD10TUR011,612.6,616.4,MT,C,AM,C
SAR,DD10TUR011,616.4,618.0,CH,V,KF,V
SAR,DD10TUR011,618.0,627.1,AM,C,CH,C
SAR,DD10TUR011,627.1,630.1,CH,V,KF,P
SAR,DD10TUR011,630.1,653.0,DS,C,MT,C
SAR,DD10TUR011,653.0,660.2,CH,C,DS,C
SAR,DD10TUR011,660.5,667.0,CH,C,AM,C
SAR,DD10TUR011,667.0,691.0,DS,C,MT,C
SAR,DD10TUR011,691.0,694.0,CH,V,AM,C
SAR,DD10TUR011,694.0,739.2,AM,C,CH,C
SAR,DD10TUR011,739.2,741.4,AM,V,CH,V
SAR,DD10TUR011,741.4,774.5,AM,C,CH,C
SAR,DD10TUR011,774.5,776.0,AM,P,CH,P
SAR,DD10TUR011,776.0,791.0,AM,C,KF,C
SAR,DD10TUR011,791.0,798.4,AM,C,CH,C
SAR,DD10TUR012,33.0,48.0,MI,C,,
SAR,DD10TUR012,75.0,89.0,BI,P,CH,C
SAR,DD10TUR012,89.0,93.9,CH,C,BI,C
SAR,DD10TUR012,93.9,97.3,CH,P,QT,C
SAR,DD10TUR012,97.3,100.7,AM,C,BI,C
SAR,DD10TUR012,100.7,106.6,BI,C,KF,C
SAR,DD10TUR012,106.6,111.8,BI,P,DS,P
SAR,DD10TUR012,111.8,128.1,BI,P,TR,V
SAR,DD10TUR012,128.1,131.5,AM,C,BI,P
SAR,DD10TUR012,131.5,135.5,AM,C,DS,P
SAR,DD10TUR012,135.5,142.6,AM,C,DS,P
SAR,DD10TUR012,142.6,143.9,DS,P,KF,C
SAR,DD10TUR012,143.9,149.7,AM,C,DS,P
SAR,DD10TUR012,149.7,150.6,DS,C,QT,P
SAR,DD10TUR012,150.6,151.4,AM,C,DS,C
SAR,DD10TUR012,151.4,153.1,AM,P,DS,P
SAR,DD10TUR012,153.1,164.6,AM,C,DS,C
SAR,DD10TUR012,164.6,168.9,KF,P,QT,P
SAR,DD10TUR012,168.9,175.9,KF,P,QT,P
SAR,DD10TUR012,175.9,194.3,KF,P,QT,P
SAR,DD10TUR012,194.3,198.6,AM,C,DS,C
SAR,DD10TUR012,198.6,199.9,AM,C,DS,P
SAR,DD10TUR012,199.9,202.1,BI,C,QT,P
SAR,DD10TUR012,202.1,204.4,PX,P,BI,P
SAR,DD10TUR012,204.4,205.3,BI,C,QT,P
SAR,DD10TUR012,205.3,209.4,BI,P,PX,P
SAR,DD10TUR012,209.4,210.8,BI,C,QT,P
SAR,DD10TUR012,210.8,220.2,BI,P,PX,C
SAR,DD10TUR012,220.2,225.4,BI,C,KF,P
SAR,DD10TUR012,225.4,236.4,AM ,C,DS,C
SAR,DD10TUR012,236.4,240.0,BI,C,DS,C
SAR,DD10TUR012,240.0,241.6,AM,C,DS,P
SAR,DD10TUR012,241.6,242.7,BI,C,DS,C
SAR,DD10TUR012,242.7,243.7,KF,P,QT,P
SAR,DD10TUR012,243.7,245.4,AM,C,BI,C
SAR,DD10TUR012,245.4,253.1,BI,C,KF,P
SAR,DD10TUR012,253.1,274.8,AM,C,BI,P
SAR,DD10TUR012,274.8,275.5,DS,C,QT,C
SAR,DD10TUR012,275.5,295.2,DS,C,KF,P
SAR,DD10TUR012,295.2,298.8,AM,P,GR,P
SAR,DD10TUR012,298.8,302.2,KF,P,QT,P
SAR,DD10TUR012,302.2,306.3,AM,P,DS,P
SAR,DD10TUR012,306.3,307.8,QT,C,GR,P
SAR,DD10TUR012,307.8,310.0,BI,C,GR,C
SAR,DD10TUR012,310.0,317.5,AM,C,BI,P
SAR,DD10TUR012,317.5,321.7,AM,C,BI,P
SAR,DD10TUR012,321.7,337.4,AM,C,BI,P
SAR,DD10TUR012,337.4,347.5,BI,P,QT,P
SAR,DD10TUR012,347.5,351.0,AM,C,BI,C
SAR,DD10TUR012,351.0,381.0,BI,P,QT,P
SAR,DD10TUR012,381.0,384.0,AM,C,BI,P
SAR,DD10TUR012,384.0,401.1,BI,P,QT,P
SAR,DD10TUR012,401.1,410.4,BI,P,DS,P
SAR,DD10TUR012,410.4,417.1,BI,P,KF,C
SAR,DD10TUR012,417.1,422.5,BI,C,DS,C
SAR,DD10TUR012,422.5,426.1,BI,C,KF,P
SAR,DD10TUR012,426.1,433.1,BI,C,DS,C
SAR,DD10TUR012,433.1,433.9,DS,C,MT,P
SAR,DD10TUR012,433.9,460.3,BI,C,QT,P
SAR,DD10TUR012,460.3,464.0,AM,P,BI,C
SAR,DD10TUR012,464.0,472.2,BI,P,QT,P
SAR,DD10TUR012,472.2,474.6,CH,C,SE,C
SAR,DD10TUR012,474.6,479.7,HRR,C,KF,C
SAR,DD10TUR012,479.7,512.4,BI,C,KF,P
SAR,DD10TUR012,512.4,514.3,HRR,C,KF,C
SAR,DD10TUR012,514.3,516.7,BI,C,HRR,C
SAR,DD10TUR012,516.7,523.4,DS,C,KF,P
SAR,DD10TUR012,523.4,568.1,BI,C,KF,P
SAR,DD10TUR012,568.1,574.3,BI,P,KF,P
SAR,DD10TUR012,574.3,581.0,BT,P,KF,P
SAR,DD10TUR012,581.0,582.4,BT,P,MT,P
SAR,DD10TUR012,582.4,596.4,BT,P,KF,P
SAR,DD10TUR012,596.4,598.7,BT,P,KF,C
SAR,DD10TUR012,598.7,621.4,BI,D,KF,P
SAR,DD10TUR012,621.4,624.3,BI,C,CH,C
SAR,DD10TUR012,624.3,627.5,BI,C,DS,P
SAR,DD10TUR012,627.5,648.1,BI,C,CH,C
SAR,DD10TUR012,648.1,671.7,BI,P,KF,P
SAR,DD10TUR012,671.7,673.0,BI,C,QT,P
SAR,DD10TUR012,673.0,700.7,BI,P,DS,P
SAR,DD10TUR012,700.7,710.3,BI,P,KF,P
SAR,DD10TUR012,710.3,710.45,BI,P,DS,P
SAR,DD10UMB001,212.55,218.0,SI,P,HRE,P
SAR,DD10UMB001,218.0,223.1,HDG,V,SI,P
SAR,DD10UMB001,223.1,224.5,SI,P,HDG,X
SAR,DD10UMB001,224.5,238.6,SI,P,HDG,C
SAR,DD10UMB001,238.6,239.4,HRE,V,SI,P
SAR,DD10UMB001,239.4,242.8,HDG,C,HRE,P
SAR,DD10UMB001,242.8,246.8,cy,P,HRE,P
SAR,DD10UMB001,246.8,257.4,HRE,P,,
SAR,DD10UMB001,257.4,263.8,CY,P,CH,P
SAR,DD10UMB001,263.8,265.4,CH,C,HRE,P
SAR,DD10UMB001,265.4,268.5,CA,V,HRE,C
SAR,DD10UMB001,268.5,275.15,HDG,V,CA,P
SAR,DD10UMB001,275.15,276.13,HRE,V,CH,P
SAR,DD10UMB001,276.13,279.1,CA,P,HRE,P
SAR,DD10UMB001,279.1,281.5,CA,V,CH,P
SAR,DD10UMB001,281.5,294.95,SI,C,HDG,C
SAR,DD10UMB001,294.95,301.15,SI,P,HSP,C
SAR,DD10UMB001,301.15,303.0,CB,V,CH,V
SAR,DD10UMB001,303.0,304.3,CB,V,HRE,P
SAR,DD10UMB001,304.3,305.55,CB,V,CH,C
SAR,DD10UMB001,305.55,311.3,CB,V,HRE,P
SAR,DD10UMB001,311.3,313.24,CB,V,MR,X
SAR,DD10UMB001,313.24,315.2,CB,V,HRE,P
SAR,DD10UMB001,315.2,315.85,CB,V,MR,C
SAR,DD10UMB001,315.85,318.2,CB,V,HRE,C
SAR,DD10UMB001,318.2,322.0,CB,V,HRE,P
SAR,DD10UMB001,322.0,329.2,CB,V,HRE,P
SAR,DD10UMB001,329.2,330.5,CB,X,HRE,P
SAR,DD10UMB001,330.5,333.4,CB,V,HRE,P
SAR,DD10UMB001,333.4,336.0,CB,V,HRE,P
SAR,DD10UMB001,336.0,336.9,CB,V,MR,X
SAR,DD10UMB001,336.9,341.7,CB,V,HRE,P
SAR,DD10UMB001,341.7,342.9,CB,V,MR,X
SAR,DD10UMB001,342.9,355.5,CB,V,HRE,P
SAR,DD10UMB001,355.5,360.3,CB,V,HRE,P
SAR,DD10UMB001,360.3,365.0,CB,V,HRE,P
SAR,DD10UMB001,365.0,385.5,CB,V,SE,P
SAR,DD10UMB001,385.5,386.5,mn,P,,
SAR,DD10UMB001,386.5,389.75,CB,V,HRE,P
SAR,DD10UMB001,389.75,390.7,HRE,P,CH,P
SAR,DD10UMB001,390.7,391.9,CH,P,HRE,P
SAR,DD10UMB001,391.9,392.7,HRE,P,CH,P
SAR,DD10UMB001,392.7,396.0,SE,P,HRE,P
SAR,DD10UMB001,396.0,400.4,CH,P,HRE,P
SAR,DD10UMB001,400.4,406.5,HSP,V,CH,V
SAR,DD10UMB001,406.5,408.5,CB,V,HRE,P
SAR,DD10UMB001,408.5,423.8,CB,V,HSP,V
SAR,DD10UMB001,423.8,425.0,HSP,X,HRE,P
SAR,DD10UMB001,425.0,427.0,CB,V,SI,P
SAR,DD10UMB001,427.0,429.8,CB,V,HSP,X
SAR,DD10UMB001,429.8,436.13,CB,V,HRE,P
SAR,DD10UMB001,436.13,442.5,CB,V,HRE,P
SAR,DD10UMB001,442.5,443.75,HSP,X,CH,X
SAR,DD10UMB001,443.75,446.75,HSP,X,CH,X
SAR,DD10UMB001,446.75,451.9,CB,V,HSP,X
SAR,DD10UMB001,451.9,453.0,CB,V,HSP,X
SAR,DD10UMB001,453.0,455.9,CB,V,HSP,P
SAR,DD10UMB001,455.9,458.5,CH,P,MR,P
SAR,DD10UMB001,458.5,464.9,CH,X,HRE,P
SAR,DD10UMB001,464.9,466.6,CB,V,HRE,P
SAR,DD10UMB001,466.6,468.0,CB,V,HRE,P
SAR,DD10UMB001,468.0,469.0,HRE,P,CH,X
SAR,DD10UMB001,469.0,472.0,HRE,P,,
SAR,DD10UMB001,472.0,495.8,CB,V,HSP,X
SAR,DD10UMB001,495.8,502.0,CB,V,CH,P
SAR,DD10UMB001,502.0,506.0,HSP,V,CB,V
SAR,DD10UMB001,506.0,513.6,CB,V,CH,P
SAR,DD10UMB001,513.6,515.6,CH,C,MR,V
SAR,DD10UMB001,515.6,520.8,CB,V,MR,P
SAR,DD10UMB001,520.8,523.55,MR,P,CH,P
SAR,DD10UMB001,523.55,524.0,CB,V,CH,P
SAR,DD10UMB001,524.0,531.2,CB,V,CH,P
SAR,DD10UMB001,531.2,540.8,HRR,C,SE,P
SAR,DD10UMB001,540.8,547.6,CB,V,CH,P
SAR,DD10UMB001,547.6,561.0,CB,V,HRR,P
SAR,DD10UMB001,561.0,564.45,CB,V,CH,P
SAR,DD10UMB001,564.45,567.8,CB,V,HRR,P
SAR,DD10UMB001,567.8,582.7,CB,V,CH,P
SAR,DD10UMB001,582.7,583.7,CH,P,HRR,C
SAR,DD10UMB001,583.7,586.6,CB,V,CH,P
SAR,DD10UMB001,586.6,587.9,CB,C,CH,P
SAR,DD10UMB001,587.9,593.5,SE,C,SI,P
SAR,DD10UMB001,593.5,595.0,CB,C,CH,P
SAR,DD10UMB001,595.0,624.3,CH,P,HRR,P
SAR,DD10UMB001,624.3,655.8,CH,V,HRR,P
SAR,DD10UMB001,655.8,693.8,CH,P,HRR,P
SAR,DD10UMB002,0.0,6.0,cy,P,,
SAR,DD10UMB002,6.0,27.0,CY,P,,
SAR,DD10UMB002,27.0,42.0,CY,P,,
SAR,DD10UMB002,138.0,150.0,CY,NL,,
SAR,DD10UMB002,228.0,232.6,CB,V,HRE,P
SAR,DD10UMB002,232.6,233.3,HRE,P,CH,P
SAR,DD10UMB002,233.3,261.0,CB,V,SE,P
SAR,DD10UMB002,261.0,262.5,CH,P,CB,V
SAR,DD10UMB002,262.5,266.0,CB,V,SE,P
SAR,DD10UMB002,266.0,282.3,CB,V,SE,P
SAR,DD10UMB002,282.3,286.0,hm,C,HRE,P
SAR,DD10UMB002,286.0,286.5,HRE,P,SE,P
SAR,DD10UMB002,286.5,290.5,HRE,P,CH,P
SAR,DD10UMB002,290.5,299.7,CB,V,CH,V
SAR,DD10UMB002,299.7,300.0,HRE,P,,
SAR,DD10UMB002,300.0,304.0,CH,V,HRE,P
SAR,DD10UMB002,304.0,305.0,CH,P,HRE,P
SAR,DD10UMB002,305.0,306.5,hm,X,HRE,P
SAR,DD10UMB002,306.5,321.4,CB,V,CH,V
SAR,DD10UMB002,321.4,322.1,HRE,P,ba,V
SAR,DD10UMB002,322.1,324.5,CH,V,HRE,P
SAR,DD10UMB002,324.5,325.9,CH,V,HRE,P
SAR,DD10UMB002,325.9,329.2,CH,P,HRE,P
SAR,DD10UMB002,329.2,331.0,CH,X,HRE,P
SAR,DD10UMB002,331.0,341.6,CH,V,HRE,P
SAR,DD10UMB002,341.6,344.65,CB,V,CH,X
SAR,DD10UMB002,344.65,351.0,CB,V,CH,X
SAR,DD10UMB002,351.0,353.5,CB,V,HRE,P
SAR,DD10UMB002,353.5,355.5,CH,X,HRE,P
SAR,DD10UMB002,355.5,360.0,HRE,P,MT,X
SAR,DD10UMB002,360.0,363.4,CB,V,HRE,P
SAR,DD10UMB002,363.4,370.9,HRE,P,,
SAR,DD10UMB002,370.9,378.05,HRE,P,,
SAR,DD10UMB002,378.05,393.05,MT,O,CB,V
SAR,DD10UMB002,393.05,398.1,CB,V,HRE,P
SAR,DD10UMB002,398.1,402.0,CH,C,HRE,P
SAR,DD10UMB002,402.0,415.0,CB,V,HRE,P
SAR,DD10UMB002,415.0,423.0,CB,V,CH,P
SAR,DD10UMB002,423.0,443.22,CB ,V,HRE,P
SAR,DD10UMB002,443.22,444.0,HRE,P,,
SAR,DD10UMB002,444.0,446.2,CB,U,HRE,P
SAR,DD10UMB002,446.2,450.25,CH,X,HRE,P
SAR,DD10UMB002,450.25,458.0,CH,X,HRE,P
SAR,DD10UMB002,458.0,460.8,HRE,P,,
SAR,DD10UMB002,460.8,463.4,HRE,P,SE,P
SAR,DD10UMB002,463.4,469.53,HRE,P,SE,C
SAR,DD10UMB002,469.53,473.5,HRE,P,,
SAR,DD10UMB002,473.5,479.5,HRE,P,,
SAR,DD10UMB002,479.5,481.8,HRE,P,,
SAR,DD10UMB002,481.8,485.1,HRE,P,,
SAR,DD10UMB002,485.1,486.5,HRE,P,,
SAR,DD10UMB002,486.5,490.1,HRE,P,,
SAR,DD10UMB002,490.1,512.05,HRE,P,,
SAR,DD10UMB002,512.05,514.9,HRE,P,,
SAR,DD10UMB002,514.9,526.25,HRE,P,,
SAR,DD10UMB002,526.25,528.6,HRE,P,SE,P
SAR,DD10UMB002,528.6,543.5,CH,O,HRE,P
SAR,DD10WHN001,120.8,278.0,CB,C,CH,P
SAR,DD10WHN001,278.0,286.6,CH,P,HRR,P
SAR,DD10WHN001,286.6,312.9,CB,C,CH,P
SAR,DD10WTH007,85.5,106.7,HRE,P,,
SAR,DD10WTH007,106.7,136.0,CB,V,CH,P
SAR,DD10WTH007,136.0,139.5,CB,V,CH,P
SAR,DD10WTH007,139.5,141.5,CH,P,,
SAR,DD10WTH007,141.5,143.0,CH,P,cy,C
SAR,DD10WTH007,143.0,151.0,CH,P,,
SAR,DD10WTH007,151.0,152.0,CH,P,,
SAR,DD10WTH007,152.0,154.5,CH,P,,
SAR,DD10WTH007,154.5,155.0,CH,P,MT,V
SAR,DD10WTH007,155.0,176.5,CH,P,,
SAR,DD10WTH007,176.5,177.4,am,C,CH,P
SAR,DD10WTH007,177.4,178.4,SE,P,SI,P
SAR,DD10WTH007,178.4,179.4,AM,C,CH,P
SAR,DD10WTH007,179.4,186.0,CH,P,MT,V
SAR,DD10WTH007,186.0,189.0,CH,P,,
SAR,DD10WTH007,189.0,234.5,CH,P,MT,V
SAR,DD10WTH007,234.5,249.5,CH,P,MT,V
SAR,DD10WTH007,249.5,249.9,CB,V,CH,P
SAR,DD10WTH007,249.9,279.5,CB,V,CH,P
SAR,DD10WTH007,279.5,280.0,CB,V,CH,P
SAR,DD10WTH007,280.0,297.0,CH,P,,
SAR,DD10WTH007,297.0,301.0,AM,V,CH,P
SAR,DD10WTH007,301.0,308.1,CB,V,CH,P
SAR,DD10WTH007,308.1,313.0,CH,P,,
SAR,DD10WTH007,313.0,328.0,CH,P,,
SAR,DD10WTH007,328.0,331.5,CH,P,,
SAR,DD10WTH007,331.5,348.0,CH,P,MT,P
SAR,DD10WTH007,348.0,350.0,CH,P,,
SAR,DD10WTH007,350.0,354.0,CB,V,CH,P
SAR,DD10WTH007,354.0,354.5,CH,P,HRR,C
SAR,DD10WTH007,354.5,371.0,CH,P,MT,P
SAR,DD10WTH007,371.0,372.0,CH,P,MT,V
SAR,DD10WTH007,372.0,385.0,CH,P,,
SAR,DD11A2001,138.0,141.3,CH,NL,SE,NL
SAR,DD11A2001,142.3,144.2,CH,NL,SE,NL
SAR,DD11A2001,154.4,155.8,CH,NL,SE,NL
SAR,DD11A2001,164.3,165.4,CH,NL,SE,NL
SAR,DD11A2001,165.4,166.8,HM,NL,,
SAR,DD11A2001,166.8,192.3,CH,NL,SE,NL
SAR,DD11A2001,192.3,211.4,CH,NL,SE,NL
SAR,DD11A2001,212.7,232.1,CH,NL,,
SAR,DD11A2001,285.8,288.1,CH,NL,,
SAR,DD11A2001,288.1,289.7,DS,NL,,
SAR,DD11A2001,289.7,297.5,PY,NL,,
SAR,DD11A2001,297.5,312.4,CB,NL,CH,NL
SAR,DD11A2001,312.4,313.4,CH,NL,,
SAR,DD11A2001,313.4,320.0,DS,V,KF,P
SAR,DD11A2001,320.0,345.9,DS,P,GN,D
SAR,DD11A2001,345.9,356.6,CH,NL,DS,NL
SAR,DD11A2001,356.6,372.4,DS,P,GN,D
SAR,DD11A2001,372.4,374.0,KF,P,QT,P
SAR,DD11A2001,374.0,377.0,CH,P,SD,P
SAR,DD11A2001,377.0,380.3,CH,P,KF,NL
SAR,DD11A2001,380.3,382.2,CA,V,CH,P
SAR,DD11A2001,382.2,385.0,CH,P,,
SAR,DD11A2001,385.0,387.1,BI,D,CA,D
SAR,DD11A2001,387.1,390.8,CH,P,PH,C
SAR,DD11A2001,390.8,392.0,CA,P,,
SAR,DD11A2001,392.0,393.85,CH,P,KF,P
SAR,DD11A2001,393.85,401.6,BI,P,KF,P
SAR,DD11A2001,401.6,402.6,BI,P,KF,P
SAR,DD11A2001,402.6,408.9,BI,NL,GN,NL
SAR,DD11A2001,408.9,409.5,CH,P,SE,NL
SAR,DD11A2001,409.5,417.7,BI,NL,CH,F
SAR,DD11A2001,417.7,422.0,CH,P,KF,P
SAR,DD11A2001,422.0,423.1,BI,NL,PH,P
SAR,DD11A2001,423.1,429.0,CA,V,DS,P
SAR,DD11A2001,429.0,429.2,CH,F,PH,D
SAR,DD11A2001,429.2,436.9,CH,F,DI,NL
SAR,DD11A2001,436.9,437.9,CA,X,CH,P
SAR,DD11A2001,437.9,442.0,GR,F,,
SAR,DD11A2001,442.0,445.4,CH,P,PH,NL
SAR,DD11A2001,445.4,446.7,CH,P,GR,F
SAR,DD11A2001,446.7,448.0,CH,P,PH,NL
SAR,DD11A2001,448.0,448.7,CB,X,CH,P
SAR,DD11A2001,448.7,451.2,CH,P,DI,P
SAR,DD11A2001,451.2,459.4,CA,X,CH,P
SAR,DD11A2001,459.4,465.8,CH,P,PH,C
SAR,DD11A2001,465.8,476.7,CH,P,DI,P
SAR,DD11A2001,476.7,491.7,CA,P,CH,P
SAR,DD11A2001,491.7,495.9,SI,P,,
SAR,DD11A2001,495.9,513.8,CA,P,CH,P
SAR,DD11A2001,513.8,529.8,CA,X,KF,P
SAR,DD11A2001,529.8,530.8,CH,P,DI,P
SAR,DD11A2001,530.8,532.7,CA,X,SE,P
SAR,DD11A2001,532.7,535.0,CA,X,KF,P
SAR,DD11A2001,535.0,537.2,CH,P,SE,P
SAR,DD11A2001,537.2,538.0,CA,P,CH,P
SAR,DD11A2001,538.0,539.0,CH,P,KF,P
SAR,DD11A2001,539.0,540.0,CH,P,DI,P
SAR,DD11A2001,540.0,542.6,CA,X,KF,P
SAR,DD11A2001,542.6,544.1,CH,P,DI,P
SAR,DD11A2001,544.1,546.9,CA,V,DI,P
SAR,DD11A2001,546.9,551.6,DI,P,KF,P
SAR,DD11A2001,551.6,553.7,DI,P,KF,P
SAR,DD11A2001,553.7,557.9,DI,P,KF,P
SAR,DD11A2001,557.9,559.3,CA,X,KF,P
SAR,DD11A2001,559.3,565.7,CH,P,DI,P
SAR,DD11A2001,565.7,573.1,CH,P,DI,P
SAR,DD11A2001,573.1,578.3,CH,NL,SI,P
SAR,DD11A2001,578.3,580.7,CH,P,DI,P
SAR,DD11A2001,580.7,583.4,CA,NL,DI,P
SAR,DD11A2001,583.4,587.7,CH,P,DI,P
SAR,DD11A2001,587.7,591.8,DI,NL,MT,NL
SAR,DD11A2001,591.8,597.0,CA,NL,DI,P
SAR,DD11A2001,597.0,598.4,DI,NL,MT,NL
SAR,DD11A2001,598.4,603.9,CA,NL,DI,NL
SAR,DD11A2001,603.9,605.6,DI,NL,MT,NL
SAR,DD11A2001,605.6,615.7,DI,NL,KF,NL
SAR,DD11A2001,615.7,616.9,CH,D,DI,P
SAR,DD11A2001,616.9,619.0,CH,NL,PH,NL
SAR,DD11A2001,619.0,621.9,CH,NL,SI,NL
SAR,DD11A2001,621.9,628.0,CA,NL,CH,NL
SAR,DD11A2001,628.0,630.2,DI,P,KF,P
SAR,DD11A2001,630.2,633.9,CA,X,KF,P
SAR,DD11A2001,633.9,636.9,CA,X,KF,P
SAR,DD11A2002,0.0,3.0,HRE,P,LM,P
SAR,DD11A2002,3.0,6.0,HRE,P,LM,C
SAR,DD11A2002,6.0,9.0,HRE,P,LM,P
SAR,DD11A2002,9.0,12.0,HRE,C,LM,P
SAR,DD11A2002,12.0,15.0,HRE,C,LM,P
SAR,DD11A2002,15.0,18.0,HRE,C,LM,P
SAR,DD11A2002,18.0,21.0,HRE,C,LM,P
SAR,DD11A2002,21.0,24.0,HRE,P,LM,P
SAR,DD11A2002,24.0,27.0,HRE,P,LM,P
SAR,DD11A2002,27.0,30.0,HRE,C,LM,P
SAR,DD11A2002,30.0,33.0,CA,P,LM,P
SAR,DD11A2002,33.0,36.0,LM,P,SI,C
SAR,DD11A2002,36.0,39.0,LM,C,SI,P
SAR,DD11A2002,39.0,42.0,LM,P,SI,P
SAR,DD11A2002,42.0,45.0,SI,P,,
SAR,DD11A2002,45.0,48.0,SI,P,,
SAR,DD11A2002,48.0,51.0,SI,P,,
SAR,DD11A2002,51.0,54.0,SI,P,,
SAR,DD11A2002,54.0,57.0,SI,P,,
SAR,DD11A2002,57.0,60.0,SI,P,,
SAR,DD11A2002,60.0,63.0,SI,P,,
SAR,DD11A2002,63.0,66.0,SI,P,,
SAR,DD11A2002,66.0,69.0,SI,P,,
SAR,DD11A2002,69.0,72.0,SI,P,,
SAR,DD11A2002,72.0,75.0,SI,P,,
SAR,DD11A2002,75.0,78.0,SI,P,,
SAR,DD11A2002,78.0,81.0,SI,P,,
SAR,DD11A2002,81.0,84.0,SI,P,,
SAR,DD11A2002,84.0,87.0,SI,P,,
SAR,DD11A2002,87.0,90.0,SI,P,,
SAR,DD11A2002,90.0,93.0,FS,P,SI,P
SAR,DD11A2002,93.0,96.0,FS,P,SI,P
SAR,DD11A2002,96.0,99.0,SI,P,,
SAR,DD11A2002,99.0,102.0,SI,P,,
SAR,DD11A2002,102.0,105.0,SI,P,,
SAR,DD11A2002,105.0,108.0,SI,P,,
SAR,DD11A2002,108.0,111.0,SI,P,,
SAR,DD11A2002,111.0,114.0,SI,P,,
SAR,DD11A2002,114.0,117.0,SI,P,,
SAR,DD11A2002,117.0,120.0,SI,P,,
SAR,DD11A2002,120.0,123.0,SI,P,,
SAR,DD11A2002,123.0,126.0,SI,P,,
SAR,DD11A2002,126.0,129.0,CH,P,MT,P
SAR,DD11A2002,129.0,132.0,CH,P,MT,P
SAR,DD11A2002,132.0,135.0,CH,P,MT,P
SAR,DD11A2002,135.0,138.0,CH,P,SI,P
SAR,DD11A2002,138.0,141.0,CH,P,FS,P
SAR,DD11A2002,141.0,143.6,CH,P,FS,P
SAR,DD11A2002,143.6,157.6,BI,C,KF,C
SAR,DD11A2002,157.6,161.4,AM,C,DS,C
SAR,DD11A2002,161.4,166.8,BI,C,KF,P
SAR,DD11A2002,166.0,228.7,GN,C,KF,C
SAR,DD11A2002,166.8,178.1,QT,C,GN,C
SAR,DD11A2002,178.1,190.0,MT,C,AM,P
SAR,DD11A2002,190.0,228.7,GN,P,MT,C
SAR,DD11A2002,228.7,230.1,QT,P,BI,C
SAR,DD11A2002,230.1,234.1,MT,C,QT,P
SAR,DD11A2002,234.1,293.3,DS,C,MT,C
SAR,DD11A2002,293.1,296.6,MR,C,MT,C
SAR,DD11A2002,293.3,296.6,MR,C,MT,C
SAR,DD11A2002,296.6,308.6,BI,P,SA,P
SAR,DD11A2002,308.6,311.9,BI,C,KF,C
SAR,DD11A2002,311.9,313.0,HSG,C,MR,C
SAR,DD11A2002,313.0,315.7,BI,C,KF,C
SAR,DD11A2002,315.7,323.0,HSG,P,KF,C
SAR,DD11A2002,323.0,327.2,BI,C,KF,C
SAR,DD11A2002,327.2,328.9,HM,P,,
SAR,DD11A2002,328.9,331.0,BI,P,KF,C
