SiteId,PROJECT,PROSPECT,SiteType,TDEPTH,East,North,RL,Grid,Azimuth,Dip,North_Adjust,Site_Status,Date,Comments,geometry,latitude,longitude
ABT008,SAR,MBH,UN,52.0,553420.0,6740000.0,155.65,GDA94_53S,360.0,-90.0,0.0,,2002-05-12,,POINT (135.5509577922614 -29.46832335334474),-29.468323353344736,135.55095779226136
ABT009,SAR,MBH,UN,47.0,553550.0,6740000.0,155.72,GDA94_53S,360.0,-90.0,0.0,,2002-06-12,,POINT (135.5522985214352 -29.46831779637485),-29.46831779637485,135.55229852143523
ABT010,SAR,MBH,UN,52.0,550600.0,6748700.0,153.64,GDA94_53S,360.0,-90.0,0.0,,2002-06-12,,POINT (135.5214729281483 -29.38992295137278),-29.38992295137277,135.52147292814828
ABT011,SAR,MBH,UN,55.0,550700.0,6748700.0,153.58,GDA94_53S,360.0,-90.0,0.0,,2002-06-12,,POINT (135.5225034715325 -29.3899189162071),-29.389918916207094,135.52250347153247
ABT012,SAR,MBH,UN,50.0,550800.0,6748700.0,153.52,GDA94_53S,360.0,-90.0,0.0,,2002-06-12,,POINT (135.5235340147062 -29.38991487307565),-29.389914873075647,135.52353401470623
ABT013,SAR,MBH,UN,43.0,553650.0,6748620.0,146.37,GDA94_53S,360.0,-90.0,0.0,,2002-06-12,,POINT (135.5529083094006 -29.3905182968906),-29.3905182968906,135.55290830940055
ABT014,SAR,MBH,UN,50.0,553650.0,6748800.0,146.44,GDA94_53S,360.0,-90.0,0.0,,2002-06-12,,POINT (135.5528995245539 -29.38889379307921),-29.38889379307921,135.55289952455385
ABT015,SAR,MBH,UN,57.0,553650.0,6748900.0,146.48,GDA94_53S,360.0,-90.0,0.0,,2002-07-12,,POINT (135.5528946443952 -29.38799129078955),-29.38799129078955,135.55289464439517
ABT016,SAR,MBH,UN,50.0,543000.0,6753500.0,139.38,GDA94_53S,360.0,-90.0,0.0,,2002-07-12,,POINT (135.4429634866223 -29.34688535182656),-29.346885351826558,135.44296348662226
ABT017,SAR,MBH,UN,45.0,542900.0,6753500.0,139.42,GDA94_53S,360.0,-90.0,0.0,,2002-07-12,,POINT (135.441933364424 -29.34688876759305),-29.34688876759305,135.44193336442396
ABT018,SAR,MBH,UN,54.0,542800.0,6753500.0,139.45,GDA94_53S,360.0,-90.0,0.0,,2002-07-12,,POINT (135.440903242048 -29.34689217540734),-29.346892175407344,135.44090324204797
ABT019,SAR,MBH,UN,54.0,540615.0,6757715.0,143.4,GDA94_53S,360.0,-90.0,0.0,,2002-07-12,,POINT (135.4182397772518 -29.30892307397148),-29.30892307397148,135.41823977725178
ABT020,SAR,MBH,UN,44.0,540435.0,6757535.0,143.34,GDA94_53S,360.0,-90.0,0.0,,2002-08-12,,POINT (135.4163928320411 -29.3105534224313),-29.3105534224313,135.41639283204108
ABT021,SAR,MBH,UN,46.0,530000.0,6755800.0,140.88,GDA94_53S,360.0,-90.0,0.0,,2002-08-12,,POINT (135.308983656821 -29.32650434038053),-29.32650434038053,135.308983656821
ABT022,SAR,MBH,UN,46.0,530000.0,6755700.0,140.63,GDA94_53S,360.0,-90.0,0.0,,2002-08-12,,POINT (135.3089863772805 -29.32740688000552),-29.327406880005523,135.3089863772805
ABT023,SAR,MBH,UN,44.0,530000.0,6755600.0,140.37,GDA94_53S,360.0,-90.0,0.0,,2002-08-12,,POINT (135.3089890978642 -29.32830941950818),-29.32830941950818,135.30898909786416
ABT024,SAR,MBH,UN,48.0,539905.0,6757005.0,142.26,GDA94_53S,360.0,-90.0,0.0,,2002-09-12,,POINT (135.410954263538 -29.31535374560835),-29.315353745608352,135.41095426353806
ABT025,SAR,MBH,UN,61.0,539755.0,6756855.0,142.03,GDA94_53S,360.0,-90.0,0.0,,2002-10-12,,POINT (135.4094149536101 -29.31671228770286),-29.31671228770286,135.40941495361002
ABT026,SAR,MBH,UN,61.0,539600.0,6756700.0,141.8,GDA94_53S,360.0,-90.0,0.0,,2002-09-12,,POINT (135.4078242905074 -29.3181160960182),-29.3181160960182,135.40782429050742
ABT027,SAR,MBH,UN,58.0,559200.0,6750870.0,140.5,GDA94_53S,360.0,-90.0,0.0,,2002-10-12,,POINT (135.6099820450291 -29.36996268665437),-29.36996268665437,135.60998204502906
ABT028,SAR,MBH,UN,60.0,559200.0,6751020.0,140.87,GDA94_53S,360.0,-90.0,0.0,,2002-10-12,,POINT (135.6099739753849 -29.36860894306789),-29.36860894306789,135.60997397538495
ABT029,SAR,MBH,UN,53.0,559200.0,6751150.0,141.1,GDA94_53S,360.0,-90.0,0.0,,2002-10-12,,POINT (135.6099669821401 -29.36743569840219),-29.36743569840219,135.6099669821401
ABT030,SAR,MBH,UN,44.1,557900.0,6745800.0,144.41,GDA94_53S,360.0,-90.0,0.0,,2002-11-12,,POINT (135.5968548616924 -29.41577975913165),-29.415779759131645,135.5968548616924
ABT031,SAR,MBH,UN,33.0,557995.0,6745800.0,144.53,GDA94_53S,360.0,-90.0,0.0,,2002-11-12,,POINT (135.5978341130202 -29.41577536883959),-29.415775368839586,135.59783411302018
ABT032,SAR,MBH,UN,27.0,558120.0,6745800.0,144.68,GDA94_53S,360.0,-90.0,0.0,,2002-11-12,,POINT (135.599122601278 -29.41576958117556),-29.41576958117556,135.59912260127803
ABT033,SAR,MBH,UN,48.0,558610.0,6741710.0,152.14,GDA94_53S,360.0,-90.0,0.0,,2002-11-12,,POINT (135.6043920270788 -29.45265852775044),-29.45265852775044,135.60439202707877
ABT034,SAR,MBH,UN,39.0,558690.0,6741790.0,152.08,GDA94_53S,360.0,-90.0,0.0,,2002-11-12,,POINT (135.6052126720025 -29.45193279202273),-29.451932792022728,135.6052126720025
ABT035,SAR,MBH,UN,45.0,558770.0,6741870.0,152.05,GDA94_53S,360.0,-90.0,0.0,,2002-11-12,,POINT (135.6060333052478 -29.45120705132507),-29.451207051325067,135.60603330524782
ABT036,SAR,MBH,UN,82.0,559370.0,6730500.0,186.98,GDA94_53S,360.0,-90.0,0.0,,2002-12-12,,POINT (135.6128377618778 -29.55379040650644),-29.553790406506444,135.6128377618778
ABT037,SAR,MBH,UN,80.0,559470.0,6730500.0,187.62,GDA94_53S,360.0,-90.0,0.0,,2002-12-12,,POINT (135.6138699473951 -29.55378564113524),-29.55378564113524,135.6138699473951
ABT038,SAR,MBH,UN,64.1,561000.0,6727800.0,188.03,GDA94_53S,360.0,-90.0,0.0,,2002-12-14,,POINT (135.6298135182174 -29.57807830405647),-29.57807830405647,135.62981351821742
ABT039,SAR,MBH,UN,72.0,563400.0,6710250.0,212.22,GDA94_53S,360.0,-90.0,0.0,,2002-12-14,,POINT (135.6556176806173 -29.73633822197583),-29.736338221975835,135.6556176806173
ARMN1,SAR,ARMN,UN,350.0,560573.0,6726889.0,185.56,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.6254557312282 -29.5863205893876),-29.586320589387608,135.62545573122816
BALTA_1,SAR,WBR,UN,98.0,548377.0,6767107.0,126.0,GDA94_53S,6.3,-90.0,0.0,COMPLETED,2012-04-18,Water intercepted and hole cased and developed.,POINT (135.4977572188234 -29.22388350860995),-29.223883508609948,135.49775721882338
BALTA_6,SAR,WBR,UN,119.0,542326.0,6753897.0,140.0,GDA94_53S,6.3,-90.0,0.0,COMPLETED,2012-02-04,No water intercepted.,POINT (135.4360052080133 -29.34332519956029),-29.34332519956029,135.4360052080133
BLZ1,SAR,BLZ,UN,453.0,568828.0,6724469.0,175.76,GDA94_53S,360.0,-90.0,0.0,,2001-09-18,,POINT (135.7108419749306 -29.60773089569196),-29.60773089569196,135.71084197493056
BT04R001,SAR,EL4025,UN,230.0,553775.0,6747400.0,143.23,GDA94_53S,,,,,,,POINT (135.554256188941 -29.40152346077472),-29.40152346077472,135.55425618894105
BT04R002,SAR,EL4025,UN,193.0,556900.0,6745400.0,143.32,GDA94_53S,,,,,,,POINT (135.5865676735338 -29.41943550833284),-29.41943550833284,135.58656767353378
BT04R003,SAR,EL4025,UN,230.0,555780.0,6743900.0,145.64,GDA94_53S,,,,,,,POINT (135.5750986191009 -29.43302324506098),-29.433023245060976,135.57509861910094
BT04R004,SAR,EL4025,UN,174.0,552340.0,6738770.0,156.17,GDA94_53S,,,,,,,POINT (135.5398782261768 -29.47946965661005),-29.47946965661005,135.53987822617677
COMP_1,SAR,WBR,UN,60.0,553129.97,6758609.095,140.0,GDA94_53S,6.3,-90.0,0.0,COMPLETED,2012-04-22,Water intercepted and hole cased and developed.,POINT (135.5470674563613 -29.30038793952524),-29.300387939525237,135.5470674563613
DAR001,SAR,ARI,UN,300.0,545000.0,6713000.0,211.26,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4652355835303 -29.71232606408825),-29.71232606408825,135.4652355835303
DBD001,SAR,BDK,UN,267.0,551000.0,6713840.0,218.98,GDA94_53S,360.0,-90.0,0.0,,2002-07-28,,POINT (135.5272253325571 -29.7045129217677),-29.704512921767698,135.5272253325571
DD06PHE001,SAR,PHE,UN,630.6,556700.0,6712175.0,207.72,GDA94_53S,177.0,-60.0,0.0,,2006-08-08,,POINT (135.5862353643072 -29.7192910978773),-29.719291097877303,135.58623536430719
DD06PHE002,SAR,PHE,UN,34.0,556700.0,6712300.0,207.37,GDA94_53S,180.0,-60.0,0.0,,,,POINT (135.5862288089542 -29.71816303268924),-29.718163032689237,135.5862288089542
DD06PHE003,SAR,PHE,UN,468.7,556700.0,6712050.0,208.1,GDA94_53S,177.0,-60.0,0.0,,2006-08-16,,POINT (135.5862419200329 -29.72041916287168),-29.72041916287168,135.58624192003293
DD06PHE004,SAR,PHE,UN,348.8,556800.0,6712370.0,207.26,GDA94_53S,0.0,-60.0,0.0,,2006-08-14,,POINT (135.5872589996868 -29.71752673463336),-29.71752673463336,135.58725899968675
DD07LAR001,SAR,LAR,UN,527.4,564490.0,6711037.0,212.469,GDA94_53S,155.0,-60.0,0.0,,2007-11-20,,POINT (135.6668417345372 -29.72917973674875),-29.729179736748748,135.66684173453717
DD07MIR002,SAR,MIR,UN,636.7,553895.0,6713530.0,212.53,GDA94_53S,360.0,-54.0,0.0,,2007-10-24,,POINT (135.5571674195655 -29.70718802947082),-29.70718802947082,135.5571674195655
DD07NEP005,SAR,NEP,UN,800.2,561000.0,6710160.0,207.45,GDA94_53S,177.0,-60.0,0.0,,2007-09-27,,POINT (135.6308057060677 -29.73727102581308),-29.73727102581308,135.63080570606766
DD07TRI002,SAR,TRIT,UN,685.0,560900.0,6709100.0,209.38,GDA94_53S,180.0,-60.0,0.0,,2007-10-26,,POINT (135.629831427579 -29.74684183180669),-29.746841831806695,135.62983142757898
DD07TUR001,SAR,TUR,UN,808.1,559660.0,6719670.0,206.59,GDA94_53S,235.0,-60.0,0.0,,2007-08-11,,POINT (135.6164252158238 -29.65151330824837),-29.65151330824836,135.61642521582382
DD07TUR002,SAR,TUR,UN,801.6,559900.0,6719800.0,206.54,GDA94_53S,235.0,-60.0,0.0,,2007-11-11,,POINT (135.6188976707071 -29.65032856376646),-29.65032856376645,135.61889767070707
DD08MHW002,SAR,MHW,UN,60.2,600675.0,6705830.0,133.8,GDA94_53S,25.0,-70.0,0.0,,2008-12-05,,POINT (136.0414465215134 -29.77375150451356),-29.77375150451356,136.04144652151342
DD08OBE003,SAR,OBR,UN,140.0,554990.0,6714898.0,211.5,GDA94_53S,360.0,-60.0,0.0,,2008-08-01,Abandoned hole.  Burnit bit and tube stuck down hole.,POINT (135.5684175725458 -29.69479430496471),-29.69479430496471,135.56841757254577
DD08OBE004,SAR,OBR,UN,99.8,554990.0,6714896.0,211.5,GDA94_53S,360.0,-60.0,0.0,,2008-11-01,Abandoned hole. Bit and reamer dropped down hole.,POINT (135.5684176741458 -29.69481235412974),-29.69481235412975,135.56841767414576
DD08PHW001,SAR,PHW,UN,780.3,553300.0,6712700.0,213.3,GDA94_53S,177.0,-57.0,0.0,,2008-01-03,One of three holes on a N-S fence,POINT (135.5510574393144 -29.71470417172932),-29.71470417172932,135.5510574393144
DD08PHW002,SAR,PHW,UN,350.7,553300.0,6712400.0,218.55,GDA94_53S,177.0,-57.0,0.0,,2008-08-03,,POINT (135.5510722268013 -29.71741154582909),-29.71741154582909,135.55107222680132
DD08PHW003,SAR,PHW,UN,794.2,552805.0,6712695.0,217.64,GDA94_53S,180.0,-57.0,0.0,,2008-03-27,Central Collar in fence,POINT (135.5459401774827 -29.71477049301539),-29.714770493015394,135.5459401774827
DD08PHW004,SAR,PHW,UN,192.7,552800.0,6712400.0,217.64,GDA94_53S,183.3,-63.0,0.0,,2008-03-04,Southern Collar in fence. Hole abandoned -lost barrel down hole.,POINT (135.5459028901116 -29.71743295962005),-29.71743295962005,135.54590289011162
DD08PHW005,SAR,PHW,UN,696.5,552020.0,6712650.0,218.4,GDA94_53S,177.0,-59.0,0.0,,2008-04-19,Central Collar in fence,POINT (135.5378266866533 -29.71520981222317),-29.715209812223172,135.53782668665332
DD08PHW007,SAR,PHW,UN,546.9,551205.0,6712600.0,222.71,GDA94_53S,177.0,-57.0,0.0,,2008-06-05,Targeting gravity anomally and stratigraphic/domain boundary,POINT (135.5294031981084 -29.71569499859887),-29.715694998598877,135.52940319810835
DD08PHW008,SAR,PHW,UN,621.4,553300.0,6711800.0,216.16,GDA94_53S,177.0,-57.0,0.0,,2008-05-19,,POINT (135.5511018078292 -29.72282629068467),-29.722826290684672,135.5511018078292
DD08WTH002,SAR,WTH,UN,257.8,545700.0,6717760.0,208.0,GDA94_53S,210.0,-57.0,0.0,,2008-05-24,Hole abandoned in Diamictite.  Hole redrilled 50m away see WTH003.,POINT (135.4722714598747 -29.6693427461267),-29.6693427461267,135.47227145987466
DD09CAL010,SAR,CAL,UN,543.7,559098.584,6711149.687000001,205.555,GDA94_53S,360.0,-60.0,0.0,,2009-04-12,,POINT (135.6110898274212 -29.72843188454803),-29.728431884548034,135.61108982742124
DD09CLS001,SAR,CLS,UN,439.1,548600.0,6728250.0,181.0,GDA94_53S,360.0,-60.0,0.0,,2009-12-14,,POINT (135.5017703729636 -29.57456263146349),-29.57456263146349,135.50177037296356
DD09CLS002,SAR,CLS,UN,346.46,549940.0,6728190.0,181.0,GDA94_53s,6.3,-60.0,0.0,,2010-09-01,,POINT (135.5156074857186 -29.57505112777868),-29.57505112777868,135.51560748571856
DD09Cal009,SAR,CAL,UN,520.2,559099.323,6711398.24,205.598,GDA94_53S,360.0,-60.0,0.0,,2009-11-17,,POINT (135.6110838761982 -29.72618879049882),-29.726188790498824,135.6110838761982
DD09EUR001,SAR,EUR,UN,463.7,547120.0,6728100.0,177.9,GDA94_53S,360.0,-60.0,0.0,,2009-12-12,,POINT (135.4864970784453 -29.57597321611641),-29.57597321611641,135.48649707844532
DD09JUL001,SAR,JUL,UN,564.7,561827.544,6714050.804,205.67,GDA94_53S,210.0,-60.0,0.0,COMPLETED,2009-01-11,,POINT (135.6391404547766 -29.70211767341157),-29.70211767341157,135.63914045477657
DD09KND002,SAR,KND,UN,428.0,542000.0,6731175.0,168.0,GDA94_53S,70.0,-55.0,0.0,,2009-06-12,,POINT (135.4335177372768 -29.54840463379287),-29.548404633792874,135.43351773727682
DD09LAR004,SAR,LAR,UN,438.9,564412.555,6712218.179,212.121,GDA94_53S,160.0,-60.0,0.0,,2009-09-29,,POINT (135.6659705922422 -29.71852436401427),-29.718524364014268,135.66597059224222
DD09LAR005,SAR,LAR,UN,850.0,564337.209,6711403.332,211.483,GDA94_53S,160.0,-60.0,0.0,,2009-10-20,,POINT (135.6652401198847 -29.72588176916821),-29.72588176916821,135.66524011988471
DD09LAR006,SAR,LAR,UN,586.0,563397.918,6710280.102000001,213.807,GDA94_53S,180.0,-60.0,0.0,,2009-10-27,,POINT (135.6555943852261 -29.73606667676688),-29.736066676766878,135.6555943852261
DD09NEP006,SAR,NEP,UN,648.1,559596.566,6710303.179,206.887,GDA94_53S,180.0,-60.0,0.0,,2009-09-13,,POINT (135.6162854951814 -29.73604728683943),-29.73604728683943,135.61628549518142
DD09NWL001,SAR,NWL,UN,486.6,561148.1410000001,6707032.002,210.386,GDA94_53S,45.0,-60.0,0.0,COMPLETED,2009-08-15,,POINT (135.6325147666574 -29.76549201873991),-29.76549201873991,135.63251476665744
DD09PHS001,SAR,PHS,UN,685.0,555075.0,6705725.0,199.0,GDA94_53S,134.0,-55.0,0.0,,2009-09-24,,POINT (135.5697638430011 -29.77757249360911),-29.777572493609114,135.56976384300114
DD09PRT004,SAR,PRT,UN,589.0,562126.965,6710891.652000002,210.459,GDA94_53S,180.0,-60.0,0.0,,2009-08-11,,POINT (135.6424170587508 -29.7306122463374),-29.7306122463374,135.64241705875077
DD09TRI004,SAR,TRIT,UN,113.6,560214.317,6708864.392999998,208.058,GDA94_53S,180.0,-60.0,0.0,,2009-08-16,,POINT (135.6227535452038 -29.74900160986183),-29.74900160986183,135.62275354520378
DD09TRI005,SAR,TRIT,UN,454.1,561600.0,6709000.0,209.0,GDA94_53S,200.0,-60.0,0.0,,2009-08-24,,POINT (135.6370762041259 -29.74770961743934),-29.74770961743934,135.6370762041259
DD09TRI007,SAR,TRIT,UN,624.9,560741.575,6709393.4,209.863,GDA94_53S,210.0,-60.0,0.0,,2009-08-09,,POINT (135.6281765632633 -29.74420185655395),-29.74420185655395,135.6281765632633
DD09TUR003,SAR,TUR,UN,170.0,559429.789,6720533.192000002,192.334,GDA94_53S,230.0,-55.0,0.0,ABANDONED,2009-11-08,failed to penetrate cover redrilled as DD09TUR004,POINT (135.6139994421231 -29.64373440655446),-29.64373440655446,135.61399944212314
DD09TUR004,SAR,TUR,UN,234.7,559425.376,6720529.0260000015,191.976,GDA94_53S,230.0,-55.0,0.0,ABANDONED,2009-08-16,,POINT (135.6139540794633 -29.64377221403457),-29.643772214034573,135.61395407946327
DD09ZEU001,SAR,ZEU,UN,380.7,556415.0,6723680.0,185.0,GDA94_53S,40.0,-62.0,0.0,,2009-09-26,,POINT (135.5826900350673 -29.61547612650448),-29.615476126504483,135.58269003506732
DD09ZEU002,SAR,ZEU,UN,213.6,555377.0,6723904.0,189.30900000000003,GDA94_53S,40.0,-60.0,0.0,,2009-09-29,,POINT (135.571957945928 -29.61350124419965),-29.613501244199647,135.57195794592803
DD09ZEU003,SAR,ZEU,UN,537.4,555282.0,6723152.0,190.137,GDA94_53S,215.0,-60.0,0.0,,2009-10-10,,POINT (135.5710150386935 -29.6202920326765),-29.62029203267649,135.5710150386935
DD10BBD001,SAR,BBD,UN,297.8,531699.429,6720050.557,224.814,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-01-14,,POINT (135.3275226577673 -29.64910720641693),-29.649107206416925,135.3275226577673
DD10BDK001,SAR,BDK,UN,735.9,550589.69,6714018.506,220.037,GDA94_53S,170.0,-60.0,0.0,COMPLETED,2010-06-11,,POINT (135.5229754512086 -29.70291878645022),-29.70291878645023,135.52297545120862
DD10BDK002,SAR,BDK,UN,424.9,550609.056,6713729.384,222.4,GDA94_53S,170.0,-60.0,0.0,COMPLETED,2010-11-14,,POINT (135.5231891657699 -29.70552721715735),-29.705527217157346,135.52318916576994
DD10BDK003,SAR,BDK,UN,613.0,551056.267,6713930.08,221.076,GDA94_53S,170.0,-60.0,0.0,COMPLETED,2010-11-24,,POINT (135.5278027355617 -29.70369766624973),-29.703697666249727,135.5278027355617
DD10CRD005,SAR,CRD,UN,639.8,544672.6579999999,6713740.705,209.06,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-08-07,,POINT (135.4618208376221 -29.7056532591292),-29.7056532591292,135.4618208376221
DD10CRD006,SAR,CRD,UN,617.5,543817.512,6714003.007,213.735,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-07-23,,POINT (135.4529700453294 -29.70331658484599),-29.703316584845986,135.4529700453294
DD10CRD007,SAR,CRD,UN,616.1,544361.96,6714550.23,212.623,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-03-08,,POINT (135.4585757750669 -29.69835867691782),-29.698358676917817,135.45857577506686
DD10CRD008,SAR,CRD,UN,645.7,544463.562,6713049.123,211.555,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-08-18,,POINT (135.4596877125574 -29.7119021112331),-29.711902111233105,135.45968771255738
DD10CRD009,SAR,CRD,UN,573.5,544463.873,6712787.097,212.37,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-08-31,,POINT (135.4597017007255 -29.71426680921095),-29.714266809210947,135.4597017007255
DD10CRD010,SAR,CRD,UN,514.0,544885.673,6714360.585,209.907,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-10-09,,POINT (135.4639971880399 -29.70005131853121),-29.7000513185312,135.46399718803994
DD10DAN001,SAR,DAN,UN,384.6,590300.76,6705948.3,173.63,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-06-05,,POINT (135.934131420225 -29.77348551740063),-29.773485517400626,135.934131420225
DD10DAN002,SAR,DAN,UN,462.2,590308.07,6705965.15,173.42,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-05-16,aka DD10DNH001A,POINT (135.934205620107 -29.7733329336658),-29.7733329336658,135.934205620107
DD10DNH001,SAR,DNH,UN,1080.0,587619.54,6709358.13,166.62,GDA94_53S,211.0,-60.0,0.0,COMPLETED,2010-03-10,,POINT (135.9061211488066 -29.74290885304212),-29.74290885304212,135.90612114880656
DD10EPS001,SAR,EPS,UN,346.9,547399.63,6713349.61,214.998,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-09-18,,POINT (135.4900282649296 -29.70908146546967),-29.70908146546967,135.49002826492963
DD10EPS002,SAR,EPS,UN,624.9,547402.7320000001,6712900.618,215.433,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-02-10,,POINT (135.4900800111714 -29.71313335355129),-29.71313335355129,135.49008001117136
DD10EPS003,SAR,EPS,UN,1207.0,547431.787,6712584.929,214.319,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-10-30,,POINT (135.4903942379652 -29.71598123042006),-29.715981230420066,135.4903942379652
DD10EPS004,SAR,EPS,UN,738.9,547699.9839999999,6713377.296,215.673,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-11-14,,POINT (135.4931320772165 -29.70882008242659),-29.708820082426595,135.4931320772165
DD10EPS005,SAR,EPS,UN,636.6,547175.593,6713464.312000001,213.716,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-11-28,,POINT (135.4877071866796 -29.70805486637413),-29.70805486637413,135.4877071866796
DD10EPS006,SAR,EPS,UN,853.2,547400.27,6713110.078,214.05900000000003,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-12-18,,POINT (135.4900453781496 -29.71124313968843),-29.711243139688435,135.49004537814957
DD10HLH001,SAR,HLH,UN,978.9,582049.35,6713447.65,166.03,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-04-08,,POINT (135.8482118019892 -29.70638691713561),-29.70638691713561,135.8482118019892
DD10HLH002,SAR,HLH,UN,894.0,582052.34,6713797.55,165.31,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-01-09,,POINT (135.8482161741597 -29.70322921390378),-29.70322921390377,135.84821617415972
DD10HLH003,SAR,HLH,UN,849.3,582305.59,6713277.31,164.8,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-11-20,,POINT (135.850873482625 -29.70790707598451),-29.70790707598451,135.85087348262505
DD10HLH004,SAR,HLH,UN,1029.7,581649.17,6713574.3,168.1,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-09-12,,POINT (135.8440656281487 -29.70527045396936),-29.705270453969355,135.8440656281487
DD10HLH005,SAR,HLH,UN,778.5,582280.4,6713599.16,165.03,GDA94_53S,180.0,-65.0,0.0,COMPLETED,2011-01-13,,POINT (135.8505886150712 -29.70500436986079),-29.705004369860788,135.85058861507116
DD10MET001,SAR,MET ,UN,620.1,562139.52,6709359.049,212.469,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-10-20,,POINT (135.6426350433007 -29.74444243920776),-29.744442439207763,135.64263504330071
DD10MHW003,SAR,MHW,UN,762.7,600693.079,6705817.511,131.569,GDA94_53S,30.0,-70.0,0.0,COMPLETED,2010-02-26,,POINT (136.041634682781 -29.77386272528383),-29.773862725283827,136.04163468278102
DD10MHW004,SAR,MHW,UN,840.5,601342.934,6704842.692000002,126.879,GDA94_53S,40.0,-70.0,0.0,COMPLETED,2010-03-17,,POINT (136.0484479129278 -29.782605790293),-29.782605790293,136.04844791292783
DD10NEP007,SAR,NEP,UN,518.5,560807.991,6709787.634,208.031,GDA94_53S,170.0,-65.0,0.0,COMPLETED,2010-03-19,,POINT (135.6288411900167 -29.74064086213627),-29.740640862136267,135.62884119001666
DD10NEP008,SAR,NEP,UN,799.1,560534.1329999999,6709874.557999998,209.178,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-04-19,Drilling out Triton-Neptune area,POINT (135.6260043775624 -29.73986984903599),-29.739869849035987,135.6260043775624
DD10NEP009,SAR,NEP,UN,783.0,561048.863,6709429.575,208.349,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-08-05,Drilling out Triton-Neptune area,POINT (135.6313522653814 -29.74386027566302),-29.743860275663014,135.63135226538137
DD10NEP010,SAR,NEP,UN,511.11,561207.32,6709851.13,208.37,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-05-17,,POINT (135.6329670125185 -29.74004816202171),-29.740048162021715,135.63296701251855
DD10NEP010W1,SAR,NEP,UN,734.0,561207.32,6709851.13,208.37,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-08-06,,POINT (135.6329670125185 -29.74004816202171),-29.740048162021715,135.63296701251855
DD10NEP011,SAR,NEP,UN,772.2,561457.554,6709821.917,208.902,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-06-29,IP anomaly as per C. Funk. Also part of the drillout,POINT (135.6355563026872 -29.74029939077582),-29.740299390775814,135.63555630268723
DD10NEP012,SAR,NEP,UN,795.9,561326.185,6709241.298,208.486,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-10-09,,POINT (135.6342308082583 -29.74554565021517),-29.745545650215174,135.63423080825822
DD10NEP013,SAR,NEP,UN,961.0,561648.782,6709375.711,209.984,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-04-10,,POINT (135.6375592362488 -29.74431662216011),-29.744316622160106,135.6375592362488
DD10NWL002,SAR,NWL,UN,823.1,561517.199,6707412.821,209.642,GDA94_53S,225.0,-60.0,0.0,COMPLETED,2010-02-15,,POINT (135.6363103801876 -29.76203705613894),-29.762037056138936,135.63631038018764
DD10PHW014,SAR,PHW,UN,853.2,550662.531,6713178.971,223.18400000000003,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2010-10-12,,POINT (135.5237677412502 -29.71049230689024),-29.710492306890238,135.52376774125014
DD10PHW015,SAR,PHW,UN,653.8,550614.9839999999,6712810.39,223.78,GDA94_53S,170.0,-60.0,0.0,COMPLETED,2011-10-01,Part of airstrip sterilisation program,POINT (135.5232934494733 -29.7138205561018),-29.713820556101805,135.52329344947327
DD10PHW016,SAR,PHW,UN,508.0,550448.385,6712497.959,224.164,GDA94_53S,180.0,-60.0,0.0,COMPLETED,2011-01-22,,POINT (135.5215856666362 -29.71664692410063),-29.716646924100626,135.5215856666362
DD10PKN001,SAR,PKN,UN,297.4,536518.965,6732379.171,165.2,GDA94_53S,160.0,-60.0,0.0,COMPLETED,2010-01-16,,POINT (135.376904090249 -29.53770948198409),-29.53770948198409,135.37690409024898
DD10PLT001,SAR,PLT,UN,474.5,589398.91,6705302.02,192.19,GDA94_53S,200.0,-60.0,0.0,COMPLETED,2010-04-04,Hole Abandoned. To be revisited,POINT (135.9248566915077 -29.77938294014777),-29.779382940147773,135.92485669150767
