,SiteId,lat,lon,Cu,Mid_Depth,Lithology1,COLOUR1,DepthFrom,DepthTo,MagSus,SGFinal
546,RDN002,-29.75206382,135.8977278,79.04,195.98,MUV,GRN,191,197,,
547,RDN003,-29.75613156,135.8967298,122.1428571,210.9642857,MUV,GRY,210,211,,
548,RDN004,-29.74521828,135.9090422,326.0350877,282.4736842,MUV,GRN,282,285,,
549,RDN005,-29.77067398,135.8813433,24.68,271.9,MST,GRY,269,276,,
550,RKN001,-29.72797299,135.6121357,121.4827586,195.9655172,VAN,GRN,193,197,,
551,RSC001,-29.45637087,135.6589143,24.08333333,106.9583333,KCS,GRY,88,123,,
552,RSC002,-29.45785924,135.631132,46.46341463,162,MGN,PNK,159,192,,
553,RSY001,-29.71312999,135.6017072,86.14705882,183.9852941,MSC,GRY,181,186,,
554,RTA001,-29.67010926,135.6345197,63,131.9772727,IGR,PNK,129,134,,
555,RTH1,-29.73056306,135.8029261,109.7115385,247.9807692,VBS,GRN,237,273,,
556,RTR001,-29.74778339,135.6215638,29.42222222,188.9777778,VBS,GRY,183,193,,
557,SNAPRC1,-29.18046385,135.3520291,19,104.483871,IGR,,83,109,118.7717391,
558,TAMB_1,-29.29412167,135.4064419,38.24,59.99166667,IFS,GRY,40,74,,
559,URAN1,-29.71938523,135.5756838,8103.956873,492.0746631,HMBX,E,476.3,506.6,15.04124796,3.150676998
560,WATW_1,-29.50493397,135.6215193,29.54285714,49,SST,WHT,22,50,,
561,WildFireA,-29.51680113,135.6040505,8.965306122,85.48979592,MGN,PNK,52.5,170,,
